"CAM_PRS_IDE_COD";"CAM_PRS_IDE_LIB";"CAM_PRS_RGT"
"MDFA001";"Résection segmentaire d'une phalange ou d'une articulation interphalangienne du pouce avec rétablissement de la continuité, pour triphalangie";"ADC"
"MDFA007";"Résection complète d'une phalange du pouce avec rétablissement de la continuité, pour triphalangie";"ADC"
"MDMA001";"Reconstruction d'un os de la main par greffe ou matériau inerte non prothétique";"ADC"
"MDGB001";"Ablation de matériel d'ostéosynthèse enfoui de la main, par voie transcutanée sans guidage";"ATM"
"MDGA002";"Ablation de matériel d'ostéosynthèse de la main, par abord direct";"ADC"
"MDGA005";"Désépiphysiodèse de phalange triangulaire de doigt";"ADC"
"MCAA001";"Allongement extemporané de la diaphyse d'un os de l'avant-bras, avec autogreffe osseuse";"ADC"
"MDAA001";"Allongement osseux extemporané à la main, avec autogreffe osseuse";"ADC"
"MBAA002";"Allongement osseux progressif au bras ou à l'avant-bras par système externe";"ADC"
"MDAA002";"Allongement osseux progressif à la main par système externe";"ADC"
"MZFA006";"Exérèse partielle d'un os du membre supérieur sans interruption de la continuité, par abord direct";"ADC"
"MZGA003";"Évidement d'un os du membre supérieur sans comblement, par abord direct";"ADC"
"MZGA004";"Évidement d'un os du membre supérieur avec comblement, par abord direct";"ADC"
"MZMP002";"Confection d'un appareil rigide thoracobrachial pour immobilisation initiale de fracture du membre supérieur, sans réduction";"ATM"
"MZMP007";"Confection d'un appareil rigide brachio-antébrachio-palmaire pour immobilisation initiale de fracture du membre supérieur, sans réduction";"ATM"
"MZMP013";"Confection d'un appareil rigide antébrachiopalmaire pour immobilisation initiale de fracture du membre supérieur, sans réduction";"ATM"
"MZMP004";"Confection d'un appareil rigide au poignet et/ou à la main pour immobilisation initiale de fracture du membre supérieur, sans réduction ";"ATM"
"MEEP001";"Réduction orthopédique d'une luxation ou luxation-fracture acromioclaviculaire ou sternoclaviculaire";"ATM"
"MEEA004";"Réduction d'une luxation acromioclaviculaire ou sternoclaviculaire, par abord direct";"ADC"
"MEMA001";"Arthroplastie sternoclaviculaire par résection de l'extrémité médiale de la clavicule, par arthrotomie";"ADC"
"MEMC001";"Arthroplastie acromioclaviculaire par résection de l'extrémité latérale de la clavicule, par arthroscopie";"ADC"
"MEMA011";"Arthroplastie acromioclaviculaire par résection de l'extrémité latérale de la clavicule, par arthrotomie";"ADC"
"MERP001";"Mobilisation de l'articulation scapulohumérale à visée thérapeutique, sous anesthésie générale ou locorégionale";"ADC"
"MEEP002";"Réduction orthopédique d'une luxation scapulohumérale";"ADC"
"MEEP003";"Réduction orthopédique d'une luxation scapulohumérale avec fracture de l'extrémité proximale de l'humérus homolatéral";"ADC"
"MEEA001";"Réduction orthopédique d'une luxation scapulohumérale, avec ostéosynthèse de fracture de l'extrémité proximale de l'humérus homolatéral";"ADC"
"MEEA003";"Réduction d'une luxation scapulohumérale, par arthrotomie";"ADC"
"MEEA002";"Réduction d'une luxation scapulohumérale par arthrotomie, avec ostéosynthèse de fracture homolatérale de la glène, du col de la scapula et/ou de tubercule huméral";"ADC"
"MEJC001";"Nettoyage de l'articulation scapulohumérale, par arthroscopie";"ADC"
"MEJA001";"Nettoyage de l'articulation scapulohumérale, par arthrotomie";"ADC"
"MEDA001";"Arthrodèse scapulohumérale, par arthrotomie";"ADC"
"MEMA018";"Confection d'une butée glénoïdale osseuse ou ostéomusculaire, par abord direct";"ADC"
"MEMA005";"Confection d'une butée glénoïdale par prélèvement coracoïdien, par abord direct";"ADC"
"MEMC003";"Acromioplastie sans prothèse, par arthroscopie";"ADC"
"MEMA006";"Acromioplastie sans prothèse, par abord direct";"ADC"
"MEMC005";"Acromioplastie sans prothèse avec arthroplastie acromioclaviculaire par résection de l'extrémité latérale de la clavicule, par arthroscopie";"ADC"
"MEMA017";"Acromioplastie sans prothèse avec arthroplastie acromioclaviculaire par résection de l'extrémité latérale de la clavicule, par abord direct";"ADC"
"MEMA015";"Arthroplastie scapulohumérale sans prothèse, par abord direct";"ADC"
"MEKA010";"Remplacement de l'articulation scapulohumérale par prothèse humérale unipolaire ou par cupule mobile";"ADC"
"MEKA009";"Remplacement de l'articulation scapulohumérale par prothèse humérale unipolaire ou par cupule mobile, avec ostéotomie de l'extrémité proximale de l'humérus";"ADC"
"MEKA005";"Remplacement de l'articulation scapulohumérale par prothèse humérale unipolaire ou à cupule mobile, avec réinsertion, suture et/ou autoplastie de la coiffe des rotateurs de l'épaule";"ADC"
"MEKA006";"Remplacement de l'articulation scapulohumérale par prothèse totale";"ADC"
"MEKA007";"Remplacement de l'articulation scapulohumérale par prothèse totale, avec ostéotomie de l'extrémité proximale de l'humérus";"ADC"
"MEKA008";"Remplacement de l'articulation scapulohumérale par prothèse totale, avec réinsertion, suture et/ou autoplastie de la coiffe des rotateurs de l'épaule";"ADC"
"MEGA002";"Ablation d'une prothèse de l'articulation scapulohumérale";"ADC"
"MEGA001";"Ablation d'une prothèse de l'articulation scapulohumérale, avec arthrodèse scapulohumérale";"ADC"
"MEKA004";"Changement d'une prothèse humérale ou de la pièce glénoïdale d'une prothèse totale scapulohumérale, sans reconstruction osseuse";"ADC"
"MEKA002";"Changement d'une prothèse humérale et/ou de la pièce glénoïdale d'une prothèse totale scapulohumérale, avec reconstruction osseuse";"ADC"
"MEKA001";"Changement d'une prothèse totale scapulohumérale";"ADC"
"MEKA003";"Changement d'une prothèse humérale pour une prothèse totale scapulohumérale";"ADC"
"MELA001";"Repose d'une prothèse de l'articulation scapulohumérale";"ADC"
"MEFA004";"Huméroscapulectomie [Arthrectomie monobloc de l'épaule]";"ADC"
"MEMA003";"Reconstruction osseuse de l'épaule avec arthrodèse, après résection segmentaire";"ADC"
"MEMA009";"Reconstruction de l'articulation de l'épaule par prothèse massive ou sur mesure, après résection segmentaire";"ADC"
"MELH001";"Injection sous pression d'un agent pharmacologique dans l'articulation scapulohumérale pour libération capsulaire, par voie transcutanée avec guidage radiologique, avec mobilisation articulaire sous anesthésie locale";"ATM"
"MEPC001";"Libération mobilisatrice de l'articulation scapulohumérale et/ou subacromiale, par arthroscopie";"ADC"
"MEPA001";"Libération mobilisatrice de l'articulation scapulohumérale et/ou subacromiale, par arthrotomie";"ADC"
"MEFC002";"Synovectomie totale de l'articulation scapulohumérale, par arthroscopie";"ADC"
"MEFA003";"Synovectomie totale de l'articulation scapulohumérale, par arthrotomie";"ADC"
"MEMC002";"Capsuloplastie antérieure ou postérieure de l'articulation scapulohumérale, par arthroscopie";"ADC"
"MEMA012";"Capsuloplastie antérieure ou postérieure de l'articulation scapulohumérale, par abord direct";"ADC"
"MEMA014";"Capsuloplastie antérieure et postérieure de l'articulation scapulohumérale, par abord direct";"ADC"
"MEMA008";"Capsuloplastie antérieure et postérieure de l'articulation scapulohumérale avec ostéotomie glénoïdale, par abord direct";"ADC"
"MEMA016";"Capsuloplastie antérieure et postérieure de l'articulation scapulohumérale avec ostéotomie humérale, par abord direct";"ADC"
"MEMC004";"Réparation du bourrelet glénoïdal scapulohuméral, par arthroscopie";"ADC"
"MEFC001";"Résection du bourrelet glénoïdal scapulohuméral, par arthroscopie";"ADC"
"MEFA001";"Résection du bourrelet glénoïdal scapulohuméral, par arthrotomie";"ADC"
"MFRP001";"Mobilisation de l'articulation du coude à visée thérapeutique, sous anesthésie générale ou locorégionale";"ADC"
"MFEP001";"Réduction orthopédique d'une pronation douloureuse du coude";"ATM"
"MFEP002";"Réduction orthopédique d'une luxation ou d'une luxation-fracture du coude";"ADC"
"MFEA002";"Réduction orthopédique d'une luxation du coude, avec ostéosynthèse de fracture de l'épicondyle médial ou latéral de l'humérus à foyer ouvert";"ADC"
"MFEB001";"Réduction orthopédique d'une luxation du coude et/ou de l'articulation radio-ulnaire proximale, avec ostéosynthèse de fracture de l'extrémité proximale du radius ou de l'ulna à foyer fermé";"ADC"
"MFEA001";"Réduction d'une luxation du coude, par arthrotomie";"ADC"
"MFEA003";"Réduction d'une luxation du coude et/ou de l'articulation radio-ulnaire proximale par arthrotomie, avec ostéosynthèse de fracture de l'extrémité proximale du radius ou de l'ulna à foyer ouvert";"ADC"
"MFJC001";"Nettoyage de l'articulation du coude, par arthroscopie";"ADC"
"MFJA001";"Nettoyage de l'articulation du coude, par arthrotomie";"ADC"
"MFDA001";"Arthrodèse du coude, par arthrotomie";"ADC"
"MFDA002";"Arthrorise du coude par butée, ténodèse ou capsulodèse, par abord direct";"ADC"
"MFMA005";"Arthroplastie du coude sans prothèse, par abord direct";"ADC"
"MCKA002";"Remplacement de la tête radiale par prothèse, par abord direct";"ADC"
"MFKA003";"Remplacement de l'articulation du coude par prothèse totale, par abord direct";"ADC"
"MFGA001";"Ablation d'une prothèse totale du coude";"ADC"
"MFKA001";"Changement partiel ou total d'une prothèse articulaire du coude";"ADC"
"MFFA001";"Résection ""en bloc"" du coude [Arthrectomie monobloc du coude]";"ADC"
"MFMA001";"Reconstruction osseuse du coude avec arthrodèse, après résection segmentaire";"ADC"
"MFMA003";"Reconstruction de l'articulation du coude par prothèse massive ou sur mesure, après résection segmentaire";"ADC"
"MFPC001";"Libération mobilisatrice de l'articulation du coude, par arthroscopie";"ADC"
"MFPA002";"Libération mobilisatrice de l'articulation du coude, par abord direct";"ADC"
"MFPA003";"Libération mobilisatrice de l'articulation du coude avec libération du nerf ulnaire, par abord direct";"ADC"
"MFPA001";"Libération mobilisatrice de l'articulation du coude avec résection d'ostéome synostosique, par abord direct";"ADC"
"MFFA003";"Exérèse de kyste synovial du coude, par abord direct";"ADC"
"MFFC001";"Synovectomie totale du coude, par arthroscopie";"ADC"
"MFFA002";"Synovectomie totale du coude, par arthrotomie antérieure et par arthrotomie postérieure";"ADC"
"MFCA001";"Suture ou plastie de l'appareil capsuloligamentaire collatéral de l'articulation du coude, par abord direct";"ADC"
"MGRP001";"Mobilisation d'articulation du poignet et/ou de la main à visée thérapeutique, sous anesthésie générale ou locorégionale";"ADC"
"MGEA002";"Réduction d'une luxation du poignet, par arthrotomie";"ADC"
"MGEA001";"Réduction d'une luxation du poignet avec ostéosynthèse de fracture d'un os du carpe, par arthrotomie";"ADC"
"MGJC001";"Nettoyage des articulations du poignet, par arthroscopie";"ADC"
"MGJA001";"Nettoyage des articulations du poignet, par arthrotomie";"ADC"
"MGDA002";"Arthrodèse radiocarpienne, par arthrotomie";"ADC"
"MGDA001";"Arthrodèse intracarpienne, par arthrotomie";"ADC"
"MGMA005";"Création d'une butée ulnaire au poignet, par abord direct";"ADC"
"MGMA003";"Arthroplastie du poignet sans prothèse, pour radialisation";"ADC"
"MGKA003";"Remplacement de l'articulation du poignet par prothèse partielle, par abord direct";"ADC"
"MGKA002";"Remplacement de l'articulation radiocarpienne par prothèse totale, par abord direct";"ADC"
"MGGA002";"Ablation d'une prothèse articulaire du poignet";"ADC"
"MGGA001";"Ablation d'une prothèse totale radiocarpienne";"ADC"
"MGKA001";"Changement partiel ou total d'une prothèse articulaire du poignet";"ADC"
"MGFA001";"Résection ""en bloc"" du poignet [Arthrectomie monobloc du poignet]";"ADC"
"MGMA002";"Reconstruction osseuse du poignet avec arthrodèse, après résection segmentaire";"ADC"
"MGMA006";"Reconstruction de l'articulation du poignet par prothèse massive ou sur mesure, après résection segmentaire";"ADC"
"MGPA001";"Libération mobilisatrice des articulations du poignet, par abord direct";"ADC"
"MGFA007";"Exérèse de kyste synovial du poignet, par abord direct";"ADC"
"MGFA004";"Exérèse de kyste synovial avec ténosynovectomie des extenseurs au poignet, par abord direct";"ADC"
"MGFC001";"Synovectomie radio-ulnaire distale, par arthroscopie";"ADC"
"MGFA002";"Synovectomie radio-ulnaire distale, par arthrotomie";"ADC"
"MGFC002";"Synovectomie radiocarpienne et/ou intracarpienne, par arthroscopie";"ADC"
"MGFA005";"Synovectomie radiocarpienne et/ou intracarpienne, par arthrotomie";"ADC"
"MGFC003";"Synovectomie totale des articulations du poignet, par arthroscopie";"ADC"
"MGFA003";"Synovectomie totale des articulations du poignet, par arthrotomie";"ADC"
"MGCC001";"Suture et/ou réinsertion de ligament articulaire du poignet, par arthroscopie";"ADC"
"MGCA001";"Suture et/ou réinsertion de ligament articulaire du poignet, par arthrotomie";"ADC"
"MGMA004";"Capsuloplastie d'une articulation du poignet, par abord direct";"ADC"
"MHJA001";"Évacuation de collection articulaire de la main, par arthrotomie";"ADC"
"MHEP004";"Réduction orthopédique d'une luxation ou d'une luxation-fracture carpométacarpienne";"ATM"
"MHEP003";"Réduction orthopédique d'une luxation ou d'une luxation-fracture trapézométacarpienne";"ATM"
"MHEP002";"Réduction orthopédique d'une luxation ou d'une luxation-fracture métacarpophalangienne ou interphalangienne d'un doigt";"ATM"
"MHEP001";"Réduction orthopédique de plusieurs luxations et/ou luxations-fractures métacarpophalangiennes et/ou interphalangiennes de doigt";"ADC"
"MHEA004";"Réduction d'une luxation ou luxation-fracture carpométacarpienne, par arthrotomie";"ADC"
"MHEA002";"Réduction d'une luxation ou luxation-fracture trapézométacarpienne, par arthrotomie";"ADC"
"MHEA003";"Réduction d'une luxation de l'articulation métacarpophalangienne ou interphalangienne d'un doigt, par arthrotomie";"ADC"
"MHEA001";"Réduction de luxation de plusieurs articulations métacarpophalangiennes et/ou interphalangiennes de doigt, par arthrotomie";"ADC"
"MHDA002";"Arthrodèse intermétacarpienne du premier espace interosseux, par arthrotomie";"ADC"
"MHDA004";"Arthrodèse carpométacarpienne, par arthrotomie";"ADC"
"MHDA003";"Arthrodèse trapézométacarpienne, par arthrotomie";"ADC"
"MHDA005";"Arthrodèse d'une articulation métacarpophalangienne ou interphalangienne d'un doigt, par arthrotomie";"ADC"
"MHDA001";"Arthrodèse de plusieurs articulations métacarpophalangiennes et/ou interphalangiennes de doigt, par arthrotomie";"ADC"
"MHDB001";"Arthrorise temporaire d'une articulation métacarpophalangienne ou interphalangienne d'un doigt par broche, par voie transcutanée";"ATM"
"MHMA005";"Arthroplastie trapézométacarpienne";"ADC"
"MHMA002";"Arthroplastie d'une articulation métacarpophalangienne ou interphalangienne d'un doigt";"ADC"
"MHMA001";"Arthroplastie de plusieurs articulations métacarpophalangiennes et/ou interphalangiennes de doigt";"ADC"
"MHMA004";"Reconstruction d'une articulation de la main par transfert pédiculé";"ADC"
"MHMA003";"Reconstruction d'une articulation de la main par transfert libre avec anastomoses vasculaires";"ADC"
"MHPA002";"Libération mobilisatrice d'une articulation de la main, par abord direct";"ADC"
"MHPA001";"Libération mobilisatrice de plusieurs articulations de la main, par abord direct";"ADC"
"MHPA004";"Libération mobilisatrice d'une articulation de la main avec libération de tendon, par abord direct";"ADC"
"MHPA003";"Libération mobilisatrice de plusieurs articulations de la main avec libération de tendon, par abord direct";"ADC"
"MHFA002";"Exérèse de kyste synovial ou mucoïde d'une articulation ou d'une gaine fibreuse de la main";"ADC"
"MHFA001";"Synovectomie d'une articulation métacarpophalangienne ou interphalangienne d'un doigt, par abord direct";"ADC"
"MHFA003";"Synovectomie de plusieurs articulations métacarpophalangiennes et/ou interphalangiennes de doigt, par abord direct";"ADC"
"MHCA003";"Suture ou plastie de l'appareil capsuloligamentaire d'une articulation métacarpophalangienne";"ADC"
"MHCA002";"Suture ou plastie de l'appareil capsuloligamentaire de l'articulation métacarpophalangienne du pouce, par abord direct";"ADC"
