SIN_SYN_PAT;SYN_PAT_LIB;TEC_COL
J930;Pneumothorax spontane avec pression positive;0
J931;Autres pneumothorax spontanes;0
J938;Autres pneumothorax;0
J939;Pneumothorax  sans precision;0
J93X;Pneumothorax;0
J940;Epanchement chyleux;0
J941;Fibrothorax;0
J942;Hemothorax;0
J948;Autres affections pleurales precisees;0
J949;Affection pleurale  sans precision;0
J94X;Autres affections pleurales;0
J950;Fonctionnement defectueux d'une tracheotomie;0
J951;Insuffisance pulmonaire aigue consecutive a une intervention;0
J952;Insuffisance pulmonaire aigue consecutive a une intervention;0
J953;Insuffisance pulmonaire chronique consecutive a une interven;0
J954;Syndrome de Mendelson;0
J955;Stenose sous-glottique apres un acte a visee diagnostique et;0
J958;Autres troubles respiratoires apres un acte a visee diagnost;0
J959;Trouble respiratoire apres un acte a visee diagnostique et t;0
J95X;Troubles respiratoires apres un acte a visee diagnostique et;0
J960;Insuffisance respiratoire aigue;0
J961;Insuffisance respiratoire chronique;0
J969;Insuffisance respiratoire  sans precision;0
J96X;Insuffisance respiratoire  non classee ailleurs;0
J980;Affections des bronches  non classees ailleurs;0
J981;Collapsus pulmonaire;0
J982;Emphyseme interstitiel;0
J983;Emphyseme compensateur;0
J984;Autres affections pulmonaires;0
J985;Maladies du mediastin  non classees ailleurs;0
J986;Maladies du diaphragme;0
J988;Autres troubles respiratoires precises;0
J989;Trouble respiratoire  sans precision;0
J98X;Autres troubles respiratoires;0
J990;Maladie pulmonaire rhumatoide (M05.1);0
J991;Troubles respiratoires au cours d'autres affections dissemin;0
J998;Troubles respiratoires au cours d'autres maladies classees a;0
J99X;Troubles respiratoires au cours de maladies classees ailleur;0
K000;Anodontie;0
K001;Dents surnumeraires;0
K002;Anomalies de volume et de forme des dents;0
K003;Dents tachetees;0
K004;Troubles de la formation des dents;0
K005;Anomalies hereditaires de la structure dentaire  non classee;0
K006;Troubles de l'eruption dentaire;0
K007;Syndrome d'eruption dentaire;0
K008;Autres troubles de l'odontogenese;0
K009;Troubles de l'odontogenese  sans precision;0
C722;Tumeur maligne du nerf olfactif;0
C723;Tumeur maligne du nerf optique;0
C724;Tumeur maligne du nerf auditif;0
C725;Tumeur maligne des nerfs craniens  autres et non precises;0
C728;Tumeur maligne a localisations contigues du cerveau et d'aut;0
C729;Tumeur maligne du systeme nerveux (central)  sans precision;0
C72X;Tumeur maligne de la moelle epiniere  des nerfs craniens et;0
C73X;Tumeur maligne de la thyroide;0
C740;Tumeur maligne du cortex de la surrenale;0
C741;Tumeur maligne de la medullosurrenale;0
C749;Tumeur maligne de la surrenale  sans precision;0
C74X;Tumeur maligne de la surrenale;0
C750;Tumeur maligne de la parathyroide;0
C751;Tumeur maligne de l'hypophyse;0
C752;Tumeur maligne du tractus cranio-pharyngien;0
C753;Tumeur maligne de l'epiphyse;0
C754;Tumeur maligne du corpuscule carotidien;0
C755;Tumeur maligne du glomus aortique et autres paraganglions;0
C758;Tumeur maligne de plusieurs glandes endocrines  sans precisi;0
C759;Tumeur maligne d'une glande endocrine  sans precision;0
C75X;Tumeur maligne d'autres glandes endocrines et structures app;0
C760;Tumeur maligne de siege mal defini de la tete  de la face et;0
C761;Tumeur maligne de siege mal defini du thorax;0
C762;Tumeur maligne de siege mal defini de l'abdomen;0
C763;Tumeur maligne de siege mal defini du pelvis;0
C764;Tumeur maligne de siege mal defini d'un membre superieur;0
C765;Tumeur maligne de siege mal defini d'un membre inferieur;0
C767;Tumeur maligne d'autres sieges mal definis;0
C768;Tumeur maligne a localisations contigues de sieges autres et;0
C76X;Tumeur maligne de sieges autres et mal definis;0
C770;Tumeur maligne secondaire et non precisee des ganglions lymp;0
C771;Tumeur maligne secondaire et non precisee des ganglions lymp;0
C772;Tumeur maligne secondaire et non precisee des ganglions lymp;0
C773;Tumeur maligne secondaire et non precisee des ganglions lymp;0
C774;Tumeur maligne secondaire et non precisee des ganglions lymp;0
C775;Tumeur maligne secondaire et non precisee des ganglions lymp;0
C778;Tumeur maligne secondaire et non precisee des ganglions lymp;0
C779;Tumeur maligne secondaire et non precisee d'un ganglion lymp;0
C77X;Tumeur maligne des ganglions lymphatiques  secondaire et non;0
C780;Tumeur maligne secondaire du poumon;0
C781;Tumeur maligne secondaire du mediastin;0
C782;Tumeur maligne secondaire de la plevre;0
C783;Tumeur maligne secondaire des organes respiratoires  autres;0
C784;Tumeur maligne secondaire de l'intestin grele;0
C785;Tumeur maligne secondaire du gros intestin et du rectum;0
C786;Tumeur maligne secondaire du retroperitoine et du peritoine;0
C787;Tumeur maligne secondaire du foie;0
C788;Tumeur maligne secondaire des organes digestifs  autres et n;0
C78X;Tumeur maligne secondaire des organes respiratoires et diges;0
C790;Tumeur maligne secondaire du rein et du bassinet;0
C791;Tumeur maligne secondaire de la vessie et des organes urinai;0
C792;Tumeur maligne secondaire de la peau;0
C793;Tumeur maligne secondaire du cerveau et des meninges cerebra;0
C794;Tumeur maligne secondaire de parties du systeme nerveux  aut;0
C795;Tumeur maligne secondaire des os et de la moelle osseuse;0
C796;Tumeur maligne secondaire de l'ovaire;0
C797;Tumeur maligne secondaire de la glande surrenale;0
C798;Tumeur maligne secondaire d'autres sieges precises;0
C79X;Tumeur maligne secondaire d'autres sieges;0
C80X;Tumeur maligne de siege non precise;0
C810;Maladie de Hodgkin avec predominance lymphocytaire;0
C811;Maladie de Hodgkin avec sclerose nodulaire;0
C812;Maladie de Hodgkin cellulaire mixte;0
C813;Maladie de Hodgkin avec depletion lymphocytaire;0
T348;Gelure de la cheville et du pied  avec necrose des tissus;0
T349;Gelure de localisations autres et non precisees  avec necros;0
T34X;Gelure avec necrose des tissus;0
T350;Gelure superficielle de parties multiples du corps;0
T351;Gelure de parties multiples du corps  avec necrose des tissu;0
T352;Gelure de la tete et du cou  sans precision;0
T353;Gelure du thorax  de l'abdomen  des lombes et du bassin  san;0
T354;Gelure du membre superieur  sans precision;0
T355;Gelure du membre inferieur  sans precision;0
T356;Gelure de parties multiples du corps  sans precision;0
T357;Gelure  sans precision  de localisation non precisee;0
T35X;Gelure de parties multiples du corps et sans precision;0
T360;Intoxication par penicillines;0
T361;Intoxication par cephalosporines et autres betalactamines;0
T362;Intoxication par groupe du chloramphenicol;0
T363;Intoxication par macrolides;0
T364;Intoxication par tetracyclines;0
T365;Intoxication par aminosides;0
T366;Intoxication par rifamycines;0
T367;Intoxication par antibiotiques antifongiques administres par;0
T368;Intoxication par autres antibiotiques systemiques;0
T369;Intoxication par antibiotique systemique  sans precision;0
T36X;Intoxication par antibiotiques systemiques;0
T370;Intoxication par sulfamides;0
T371;Intoxication par antimycobacteriens;0
T372;Intoxication par antipaludiques et medicaments agissant sur;0
T373;Intoxication par autres antiprotozoaires;0
T374;Intoxication par anthelminthiques;0
T375;Intoxication par antiviraux;0
T378;Intoxication par autres anti-infectieux et antiparasitaires;0
T379;Intoxication par anti-infectieux et anti-parasitaire systemi;0
T37X;Intoxication par d'autres anti-infectieux et antiparasitaire;0
T380;Intoxication par glucocorticoides et analogues synthetiques;0
T381;Intoxication par hormones thyroidiennes et leurs derives;0
T382;Intoxication par antithyroidiens;0
T383;Intoxication par insuline et hypoglycemiants oraux (antidiab;0
T384;Intoxication par contraceptifs oraux;0
T385;Intoxication par autres oestrogenes et progestatifs;0
T386;Intoxication par antigonadotropines  anti-oestrogenes  anti-;0
T387;Intoxication par androgenes et autres anabolisants;0
T388;Intoxication par hormones et leurs substituts synthetiques;0
T389;Intoxication par antagonistes hormonaux  autres et sans prec;0
T38X;Intoxication par hormones et leurs substituts synthetiques e;0
T390;Intoxication par salicyles;0
T391;Intoxication par derives du 4-aminophenol;0
T392;Intoxication par derives pyrazoles;0
T393;Intoxication par autres anti-inflammatoires non steroidiens;0
T394;Intoxication par antirhumatismaux  non classes ailleurs;0
T398;Intoxication par autres analgesiques non opioides et antipyr;0
T399;Intoxication par analgesique non opioide  antipyretique et a;0
T39X;Intoxication par analgesiques non opioides  antipyretiques e;0
T400;Intoxication par opium;0
T401;Intoxication par heroine;0
T402;Intoxication par autres opioides;0
T403;Intoxication par methadone;0
T404;Intoxication par autres narcotiques synthetiques;0
T405;Intoxication par cocaine;0
T406;Intoxication par narcotiques  autres et sans precision;0
T407;Intoxication par cannabis (derives);0
T408;Intoxication par lysergide (LSD);0
T409;Intoxication par psychodysleptiques (hallucinogenes)  autres;0
T40X;Intoxication par narcotiques et psychodysleptiques (hallucin;0
T410;Intoxication par anesthesiques gazeux;0
T411;Intoxication par anesthesiques intraveineux;0
Z820;Antecedents familiaux d'epilepsie et autres affections neuro;0
Z821;Antecedents familiaux de cecite et perte de vision;0
Z822;Antecedents familiaux de surdite et perte d'audition;0
Z823;Antecedents familiaux d'accident cerebrovasculaire;0
Z824;Antecedents familiaux de cardiopathies ischemiques et autres;0
Z825;Antecedents familiaux d'asthme et autres maladies chroniques;0
Z826;Antecedents familiaux d'arthrite et autres maladies du syste;0
Z827;Antecedents familiaux de malformations congenitales et anoma;0
Z828;Antecedents familiaux d'autres incapacites et maladies chron;0
Z82X;Antecedents familiaux de certaines incapacites et maladies c;0
Z830;Antecedents familiaux de maladie due au virus de l'immunodef;0
Z831;Antecedents familiaux d'autres maladies infectieuses et para;0
Z832;Antecedents familiaux de maladies du sang et des organes hem;0
Z833;Antecedents familiaux de diabete sucre;0
Z834;Antecedents familiaux d'autres maladies endocriniennes  nutr;0
Z835;Antecedents familiaux de troubles de la vue et de l'audition;0
Z836;Antecedents familiaux de maladies de l'appareil respiratoire;0
Z837;Antecedents familiaux de maladies de l'appareil digestif;0
Z83X;Antecedents familiaux d'autres maladies specifiques;0
Z840;Antecedents familiaux de maladies de la peau et du tissu cel;0
Z841;Antecedents familiaux de maladies renales et de l'uretere;0
Z842;Antecedents familiaux d'autres maladies de l'appareil genito;0
Z843;Antecedents familiaux de consanguinite;0
Z848;Antecedents familiaux d'autres affections precisees;0
Z84X;Antecedents familiaux d'autres affections;0
Z850;Antecedents personnels de tumeur maligne des organes digesti;0
Z851;Antecedents personnels de tumeur maligne de la trachee  des;0
Z852;Antecedents personnels de tumeur maligne d'autres organes re;0
Z853;Antecedents personnels de tumeur maligne du sein;0
Z854;Antecedents personnels de tumeur maligne des organes genitau;0
Z855;Antecedents personnels de tumeur maligne des voies urinaires;0
Z856;Antecedents personnels de leucemie;0
Z857;Antecedents personnels d'autres tumeurs malignes des tissus;0
Z858;Antecedents personnels de tumeurs malignes d'autres organes;0
Z859;Antecedents personnels de tumeur maligne  sans precision;0
Z85X;Antecedents personnels de tumeur maligne;0
Z860;Antecedents personnels d'autres tumeurs;0
Z861;Antecedents personnels de maladies infectieuses et parasitai;0
Z862;Antecedents personnels de maladies du sang et des organes he;0
Z863;Antecedents personnels de maladies endocriniennes  nutrition;0
Z864;Antecedents personnels d'abus de substances psycho-actives;0
Z865;Antecedents personnels d'autres troubles mentaux et du compo;0
Z866;Antecedents personnels de maladies du systeme nerveux et des;0
Z867;Antecedents personnels de maladies de l'appareil circulatoir;0
Z86X;Antecedents personnels de certaines autres maladies;0
Z870;Antecedents personnels de maladies de l'appareil respiratoir;0
Z871;Antecedents personnels de maladies de l'appareil digestif;0
Z872;Antecedents personnels de maladies de la peau et du tissu ce;0
Z873;Antecedents personnels de maladies du systeme osteo-articula;0
Z874;Antecedents personnels de maladies de l'appareil genito-urin;0
Z875;Antecedents personnels de complications de la grossesse  de;0
Z876;Antecedents personnels de certaines affections dont l'origin;0
Z877;Antecedents personnels de malformations congenitales et anom;0
Z878;Antecedents personnels d'autres etats precises;0
Z87X;Antecedents personnels d'autres maladies;0
Z880;Antecedents personnels d'allergie a la penicilline;0
Z881;Antecedents personnels d'allergie a d'autres antibiotiques;0
Z882;Antecedents personnels d'allergie aux sulfamides;0
Z883;Antecedents personnels d'allergie a d'autres agents anti-inf;0
Z884;Antecedents personnels d'allergie aux anesthesiques;0
Z885;Antecedents personnels d'allergie aux narcotiques;0
Z886;Antecedents personnels d'allergie aux analgesiques;0
Z887;Antecedents personnels d'allergie aux serum et vaccin;0
Z888;Antecedents personnels d'allergie a d'autres medicaments et;0
T412;Intoxication par anesthesiques generaux  autres et sans prec;0
T413;Intoxication par anesthesiques locaux;0
T414;Intoxication par anesthesiques  sans precision;0
T415;Intoxication par gaz therapeutiques;0
T41X;Intoxication par anesthesiques et gaz therapeutiques;0
T420;Intoxication par derives de l'hydantoine;0
T421;Intoxication par iminostilbenes;0
T422;Intoxication par succinimides et oxazolidine-diones;0
T423;Intoxication par barbituriques;0
T424;Intoxication par benzodiazepines;0
T425;Intoxication par anti-epileptiques en association  non class;0
T426;Intoxication par autres anti-epileptiques  sedatifs et hypno;0
T427;Intoxication par anti-epileptiques  sedatifs et hypnotiques;0
T428;Intoxication par antiparkinsoniens et autres depresseurs cen;0
T42X;Intoxication par anti-epileptiques  sedatifs  hypnotiques et;0
T430;Intoxication par antidepresseurs tricycliques et tetracycliq;0
T431;Intoxication par antidepresseurs inhibiteurs de la mono-amin;0
T432;Intoxication par antidepresseurs  autres et non precises;0
T433;Intoxication par psycholeptiques et neuroleptiques derives d;0
T434;Intoxication par neuroleptiques de type butyrophenone et thi;0
T435;Intoxication par psycholeptiques et neuroleptiques  autres e;0
T436;Intoxication par psychostimulants presentant un risque d'abu;0
T438;Intoxication par autres medicaments psychotropes  non classe;0
T439;Intoxication par medicament psychotrope  sans precision;0
T43X;Intoxication par medicaments psychotropes  non classes aille;0
T440;Intoxication par anticholinesterasiques;0
T441;Intoxication par autres parasympathomimetiques (cholinergiqu;0
T442;Intoxication par ganglioplegiques  non classes ailleurs;0
T443;Intoxication par autres agents parasympatholytiques (anticho;0
T444;Intoxication par agents principalement alpha-sympathomimetiq;0
T445;Intoxication par agents principalement beta-sympathomimetiqu;0
T446;Intoxication par alpha-bloquants  non classes ailleurs;0
T447;Intoxication par beta-bloquants  non classes ailleurs;0
T448;Intoxication par agents bloquants neuronaux adrenergiques et;0
T449;Intoxication par medicaments agissant essentiellement sur le;0
T44X;Intoxication par medicaments agissant essentiellement sur le;0
T450;Intoxication par medicaments antiallergiques et antiemetique;0
T451;Intoxication par medicaments antitumoraux et immunosuppresse;0
T452;Intoxication par vitamines  non classees ailleurs;0
T453;Intoxication par enzymes  non classees ailleurs;0
T454;Intoxication par fer et ses composes;0
T455;Intoxication par anticoagulants;0
T456;Intoxication par medicaments agissant sur la fibrinolyse;0
T457;Intoxication par antagonistes des anticoagulants  vitamine K;0
T458;Intoxication par autres substances essentiellement systemiqu;0
