CAM_PRS_IDE_COD;CAM_PRS_IDE_LIB
QEFA007;Mastectomie souscutanée avec exérèse de la plaque aréolomamelonnaire
QEFA006;Exérèse de tissu mammaire ectopique ou de glande mammaire aberrante [sein surnuméraire]
QEFA011;Exérèse unilatérale de gynécomastie
QEFA002;Exérèse bilatérale de gynécomastie
QEFA019;Mastectomie totale
QEFA020;Mastectomie totale avec conservation des pectoraux et curage lymphonodal axillaire
QEFA005;Mastectomie totale avec exérèse des pectoraux et curage lymphonodal axillaire
QEFA010;Mastectomie totale avec curages lymphonodaux axillaire et supraclaviculaire
QEFA003;Mastectomie totale avec curages lymphonodaux axillaire et parasternal [mammaire interne]
QEFA012;Mastectomie totale élargie en surface, avec autogreffe cutanée
QEFA013;Mastectomie totale élargie en surface, avec lambeau pédiculé de muscle grand dorsal ou lambeau parascapulaire
QEFA015;Mastectomie totale élargie en surface, avec lambeau libre musculocutané
QEMA012;Mastoplastie unilatérale de réduction
QEMA005;Mastoplastie unilatérale de réduction, avec reconstruction de la plaque aréolomamelonnaire par lambeau local et autogreffe cutanée
QEMA013;Mastoplastie bilatérale de réduction
QEMA003;Mastoplastie unilatérale d'augmentation, avec pose d'implant prothétique
QEMA004;Mastoplastie bilatérale d'augmentation, avec pose d'implant prothétique
QEDA002;Mastopexie unilatérale, sans pose d'implant prothétique
QEDA001;Mastopexie unilatérale, avec pose d'implant prothétique
QEDA004;Mastopexie bilatérale, sans pose d'implant prothétique
QEDA003;Mastopexie bilatérale, avec pose d'implant prothétique
QEEB317;Autogreffe de tissu adipeux de moins de 200 cm³ au niveau du sein
QEEB152;Autogreffe de tissus adipeux de 200 cm³ et plus au niveau du sein
QEMA006;Reconstruction du sein par pose d'implant prothétique
QEMA020;Reconstruction du sein par lambeau cutanéograisseux libre à pédicule perforant de l'abdomen [lambeau DIEP [deep inferior epigastric perforator]] avec anastomoses vasculaires
QEMA001;Reconstruction du sein par lambeau unipédiculé de muscle droit de l'abdomen
QEMA014;Reconstruction du sein par lambeau bipédiculé de muscle droit de l'abdomen
QEMA002;Reconstruction du sein par lambeau musculocutané libre de muscle droit de l'abdomen, avec anastomoses vasculaires
QEMA008;Reconstruction du sein par lambeau musculocutané pédiculé autre que du muscle droit de l'abdomen
QEMA011;Reconstruction du sein par dédoublement du sein restant
QEGA001;Ablation unilatérale d'implant prothétique mammaire, sans capsulectomie
QEGA003;Ablation unilatérale d'implant prothétique mammaire, avec capsulectomie
QEGA002;Ablation bilatérale d'implant prothétique mammaire, sans capsulectomie
QEGA004;Ablation bilatérale d'implant prothétique mammaire, avec capsulectomie
QEKA002;Changement d'implant prothétique mammaire, sans capsulectomie
QEKA001;Changement d'implant prothétique mammaire, avec capsulectomie
QEPA001;Capsulotomie mammaire avec changement de loge de l'implant prothétique
QEBA001;Réduction de volume du mamelon
QEFA009;Exérèse du mamelon
QEFA014;Exérèse de mamelon surnuméraire
QEEA002;Désinvagination unilatérale du mamelon ombiliqué
QEEA003;Désinvagination bilatérale du mamelon ombiliqué
QEEA001;Transposition du mamelon
QEFA018;Exérèse de la plaque aréolomamelonnaire
QEMA007;Plastie d'augmentation ou de réduction de la plaque aréolomamelonnaire
QEMB001;Séance de réfection de l'aspect de la plaque aréolomamelonnaire par dermopigmentation
QEMA009;Reconstruction de la plaque aréolomamelonnaire par autogreffe de mamelon, avec dermopigmentation
QEMA010;Reconstruction de la plaque aréolomamelonnaire par autogreffe de mamelon ou lambeau local, et autogreffe cutanée
ZZQM004;Échographie transcutanée, au lit du malade
ZZQM001;Échographie-doppler transcutanée, au lit du malade
ZZQH002;Radiographie d'une fistule [Fistulographie]
ZZQK002;Radiographie au lit du malade, selon 1 ou 2 incidences
ZZQK001;Radiographie au lit du malade, selon 3 incidences ou plus
ZZQH001;Scanographie d'une fistule
ZZQK024;Scanographie de 3 territoires anatomiques ou plus, sans injection de produit de contraste
ZZQH033;Scanographie de 3 territoires anatomiques ou plus, avec injection de produit de contraste
ZZQN001;Remnographie [IRM] comportant 6 séquences ou plus
ZZQL016;Tomoscintigraphie du corps entier par émission de positons, avec tépographe [caméra TEP] dédié
ZZQL004;Scintigraphie du corps entier après une scintigraphie segmentaire, sans réinjection de produit radio-isotopique
ZZQL013;Détection radio-isotopique préopératoire de lésion par injection transcutanée intratumorale ou péritumorale, avec détection radio-isotopique peropératoire
ZZQL005;Recherche scintigraphique de tumeur par émetteur monophotonique non spécifique des tumeurs
ZZQL012;Recherche scintigraphique de tumeur par émetteur monophotonique spécifique des tumeurs
ZZQL014;Recherche scintigraphique de tumeur par émetteur monophotonique spécifique des tumeurs, avec scintigraphie du corps entier
ZZQL002;Recherche scintigraphique de tumeur par émetteur monophotonique spécifique des tumeurs, avec tomoscintigraphie complémentaire, scintigraphie du corps entier complémentaire d'une image segmentaire et scintigraphie du corps entier à 72 heures
ZZQL020;Scintigraphie et/ou tomoscintigraphie de contrôle avec quantification, après administration d'agent pharmacologique radio-isotopique à visée thérapeutique
ZZHB001;Ponction ou cytoponction de lésion superficielle, par voie transcutanée sans guidage
ZZHJ007;Ponction ou cytoponction d'un organe superficiel sur une cible, par voie transcutanée avec guidage échographique
ZZHJ016;Ponction ou cytoponction d'organe superficiel sur plusieurs cibles, par voie transcutanée avec guidage échographique
ZZHJ006;Ponction ou cytoponction d'un organe profond sur une cible, par voie transcutanée avec guidage échographique
ZZHH004;Ponction ou cytoponction d'un organe profond sur une cible, par voie transcutanée avec guidage radiologique
ZZHH006;Ponction ou cytoponction d'un organe profond sur une cible, par voie transcutanée avec guidage scanographique
ZZHJ002;Ponction ou cytoponction d'un organe profond sur une cible, par voie transcutanée avec guidage remnographique [IRM]
ZZHJ003;Ponction ou cytoponction d'un organe profond sur une cible, par voie intracavitaire avec guidage échographique
ZZHJ021;Ponction ou cytoponction d'organe profond sur plusieurs cibles, par voie transcutanée avec guidage échographique
ZZHH011;Ponction ou cytoponction d'organe profond sur plusieurs cibles, par voie transcutanée avec guidage radiologique
ZZHH009;Ponction ou cytoponction d'organe profond sur plusieurs cibles, par voie transcutanée avec guidage scanographique
ZZHJ018;Ponction ou cytoponction d'organe profond sur plusieurs cibles, par voie transcutanée avec guidage remnographique [IRM]
ZZHJ020;Ponction ou cytoponction d'organe profond sur plusieurs cibles, par voie intracavitaire avec guidage échographique
ZZHB002;Biopsie de lésion superficielle, par voie transcutanée sans guidage
ZZHJ001;Biopsie d'un organe superficiel sur une cible, par voie transcutanée avec guidage échographique
ZZHJ022;Biopsie d'organe superficiel sur plusieurs cibles, par voie transcutanée avec guidage échographique
ZZHJ013;Biopsie d'un organe profond sur une cible, par voie transcutanée avec guidage échographique
ZZHH001;Biopsie d'un organe profond sur une cible, par voie transcutanée avec guidage radiologique
ZZHH008;Biopsie d'un organe profond sur une cible, par voie transcutanée avec guidage scanographique
ZZHJ009;Biopsie d'un organe profond sur une cible, par voie transcutanée avec guidage remnographique [IRM]
ZZHJ019;Biopsie d'organe profond sur plusieurs cibles, par voie transcutanée avec guidage échographique
ZZHH012;Biopsie d'organe profond sur plusieurs cibles, par voie transcutanée avec guidage radiologique
ZZHH010;Biopsie d'organe profond sur plusieurs cibles, par voie transcutanée avec guidage scanographique
ZZHJ017;Biopsie d'organe profond sur plusieurs cibles, par voie transcutanée avec guidage remnographique [IRM]
ZZHJ010;Biopsie d'un organe profond, par voie intracavitaire avec guidage échographique
ZZQX128;Examen cytopathologique de l'étalement d'un prélèvement ou de plusieurs prélèvements non différenciés de liquide de structure anatomique
ZZQX103;Examen cytopathologique de l'étalement de 2 prélèvements différenciés de liquide de structure anatomique
ZZQX110;Examen cytopathologique de l'étalement de 3 prélèvements différenciés de liquide de structure anatomique
ZZQX117;Examen cytopathologique de l'étalement de 4 prélèvements différenciés ou plus de liquide de structure anatomique
ZZQX151;Examen cytopathologique de l'étalement d'un prélèvement ou de plusieurs prélèvements non différenciés de produit de ponction de structure anatomique
ZZQX139;Examen cytopathologique de l'étalement de 2 prélèvements différenciés de produit de ponction de structure anatomique
ZZQX141;Examen cytopathologique de l'étalement de 3 prélèvements différenciés de produit de ponction de structure anatomique
ZZQX133;Examen cytopathologique de l'étalement de 4 prélèvements différenciés ou plus de produit de ponction de structure anatomique
ZZQX116;Examen cytopathologique de culot cellulaire d'un prélèvement ou de plusieurs prélèvements non différenciés de liquide et/ou de produit de ponction de structure anatomique, avec inclusion en paraffine
ZZQX023;Examen cytopathologique de culot cellulaire de 2 prélèvements différenciés de liquide et/ou de produit de ponction de structure anatomique, avec inclusion en paraffine
ZZQX098;Examen cytopathologique de culot cellulaire de 3 prélèvements différenciés de liquide et/ou de produit de ponction de structure anatomique, avec inclusion en paraffine
ZZQX054;Examen cytopathologique de culot cellulaire de 4 prélèvements différenciés de liquide et/ou de produit de ponction de structure anatomique, avec inclusion en paraffine
ZZQX153;Examen cytopathologique en phase liquide [technique monocouche] d'un prélèvement ou de prélèvements non différenciés de liquide, de structure anatomique
ZZQX145;Examen cytopathologique en phase liquide [technique monocouche] de 2 prélèvements différenciés de liquide, de structure anatomique
ZZQX147;Examen cytopathologique en phase liquide [technique monocouche] de 3 prélèvements différenciés de liquide, de structure anatomique
ZZQX155;Examen cytopathologique en phase liquide [technique monocouche] de 4 prélèvements différenciés ou plus de liquide, de structure anatomique
ZZQX170;Examen cytopathologique en phase liquide [technique monocouche] d'un prélèvement ou de plusieurs prélèvements non différenciés de produit de ponction de structure anatomique
ZZQX172;Examen cytopathologique en phase liquide [technique monocouche] de 2 prélèvements différenciés de produit de ponction de structure anatomique
ZZQX158;Examen cytopathologique en phase liquide [technique monocouche] de 3 prélèvements différenciés de produit de ponction de structure anatomique
ZZQX174;Examen cytopathologique en phase liquide [technique monocouche] de 4 prélèvements différenciés ou plus de produit de ponction de structure anatomique
ZZQX162;Examen histopathologique de biopsie d'une structure anatomique
ZZQX163;Examen histopathologique de biopsie de 2 structures anatomiques
ZZQX132;Examen histopathologique de biopsie de 3 structures anatomiques
ZZQX197;Examen histopathologique de biopsie de 4 structures anatomiques
ZZQX035;Examen histopathologique de biopsie de 5 structures anatomiques ou plus
ZZQX077;Examen histopathologique de biopsies étagées d'une structure anatomique
ZZQX200;Examen histopathologique de biopsies étagées de 2 structures anatomiques
ZZQX068;Examen histopathologique de biopsies étagées de 3 structures anatomiques
ZZQX047;Examen histopathologique de biopsies étagées de 4 structures anatomiques ou plus
ZZQX217;Examen histopathologique de biopsies d'une structure anatomique avec cartographie
ZZQX012;Examen histopathologique de biopsies de plusieurs structures anatomiques avec cartographie de chaque structure anatomique
ZZQX149;Examen cytopathologique et/ou histopathologique extemporané d'un prélèvement de structure anatomique, hors du lieu du prélèvement
ZZQX119;Examen cytopathologique et/ou histopathologique extemporané d'un prélèvement de structure anatomique, sur le lieu du prélèvement
ZZQX175;Examen cytopathologique et/ou histopathologique extemporané de 2 à 4 prélèvements différenciés de structure anatomique, hors du lieu du prélèvement
ZZQX118;Examen cytopathologique et/ou histopathologique extemporané de 2 à 4 prélèvements différenciés de structure anatomique, sur le lieu du prélèvement
ZZQX146;Examen cytopathologique et/ou histopathologique extemporané de 5 prélèvements différenciés ou plus de structure anatomique, hors du lieu du prélèvement
ZZQX104;Examen cytopathologique et/ou histopathologique extemporané de 5 prélèvements différenciés ou plus de structure anatomique, sur le lieu du prélèvement
ZZQX123;Examen histopathologique de fragment d'exérèse endoscopique ou de curetage de structure anatomique, non différenciés par le préleveur
ZZQX159;Examen histopathologique de fragments d'exérèse endoscopique ou de curetage d'une structure anatomique, différenciés par le préleveur
ZZQX177;Examen histopathologique de fragments d'exérèse endoscopique ou de curetage de plusieurs structures anatomiques, différenciés par le préleveur sur chaque structure
ZZQX188;Examen anatomopathologique de pièce d'exérèse monobloc ou en fragments non différenciés, d'une structure anatomique
ZZQX127;Examen anatomopathologique de pièce d'exérèse en fragments différenciés d'une structure anatomique
