UCD_UCD_COD;UCD_PCD_COD;UCD_SVT_COD;UCD_INS_TOP;UCD_LAB_NOM;UCD_DOC_DTE;UCD_DOC_LIB;UCD_DER_MAJ;UCD_DSN_LIB;UCD_CND_LIB;UCD_OBS_LIB
0000009290850;0;0;0;INTSEL CHIMOS;19JUN2009:00:00:00;JO;30DEC2009:00:00:00;CARBOPLATINE INTSEL CHIMOS 10 mg/ml;solution pour perfusion en flacon de 45 ml;
0000009290873;0;0;0;INTSEL CHIMOS;16NOV2012:00:00:00;JO;16NOV2012:00:00:00;CARBOPLATINE INTSEL CHIMOS 10 mg/ml;solution pour perfusion en flacon de 60 ml;
0000009293216;0;0;0;SANOFI-AVENTIS FRANCE;01MAR2018:00:00:00;JO;05MAR2018:00:00:00;MYOZYME 50 MG;poudre pour solution a diluer pour perfusion;
0000009293357;0;0;0;EBEWE PHARMA;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE EBEWE 2 mg/ml;solution pour perfusion en flacon de 100 ml;
0000009293363;0;0;0;EBEWE PHARMA;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE EBEWE 2 mg/ml;solution pour perfusion en flacon de 25 ml;
0000009293386;0;0;0;EBEWE PHARMA;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE EBEWE 2 mg/ml;solution pour perfusion en flacon de 5 ml;
0000009293392;0;0;0;EBEWE PHARMA;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE EBEWE 2 mg/ml;solution pour perfusion en flacon de 50 ml;
0000009293564;0;0;0;INRESA;09APR2015:00:00:00;JO;10APR2015:00:00:00;OSPOLOT 50 MG;comprime pellicule;
0000009294641;0;0;0;EBEWE PHARMA;19JUN2009:00:00:00;JO;30DEC2009:00:00:00;DOXORUBICINE EBEWE 2 MG/ML;Solution pour perfusion en flacon de 50 ml;
0000009295882;0;0;0;PFIZER;01MAR2018:00:00:00;JO;05MAR2018:00:00:00;ENBREL 50 mg;solution injectable en seringue preremplie;
0000009326016;9210087;0;0;PFIZER;04MAY2017:00:00:00;JO;09MAY2017:00:00:00;REFACTO AF 1 000 UI;Poudre et solvant pour solution injectable;
0000009347952;0;0;0;OCTAPHARMA FRANCE;30MAR2018:00:00:00;JO;03APR2018:00:00:00;OCTAGAM 100 MG/ML;INJ FL. 100 ml;Voir JO du 30/03/2018 pour indications therapeutiques remboursables
0000009347969;0;0;0;OCTAPHARMA FRANCE;30MAR2018:00:00:00;JO;03APR2018:00:00:00;OCTAGAM 100 MG/ML;INJ FL. 20ML;Voir JO du 30/03/2018 pour indications therapeutiques remboursables
0000009347981;0;0;0;OCTAPHARMA FRANCE;30MAR2018:00:00:00;JO;03APR2018:00:00:00;OCTAGAM 100 MG/ML;INJ FL. 50 ML;Voir JO du 30/03/2018 pour indications therapeutiques remboursables
0000009361389;0;0;0;FRESENIUS KABI FRANCE;13NOV2018:00:00:00;JO;19NOV2018:00:00:00;ROPIVACAINE KABI 2 MG/ML;solution pour perfusion en poche polyolefine suremballee de 100 ml;
0000009379917;0;0;0;MEDAC;26APR2017:00:00:00;JO;28APR2017:00:00:00;TOPOTECAN MEDAC 1 MG/ML;solution a diluer pour perfusion en flacon de 1 ml;
0000009379946;0;0;0;MEDAC;26APR2017:00:00:00;JO;28APR2017:00:00:00;TOPOTECAN MEDAC 1 MG/ML;solution a diluer pour perfusion en flacon de 4 ml;
0000009379975;0;0;0;ACCORD HEALTHCARE FRANCE SAS;21DEC2016:00:00:00;JO;27DEC2016:00:00:00;GEMCITABINE INTAS 100 MG/ML;solution a diluer pour perfusion en flacon de 2 ml;
0000009379998;0;0;0;ACCORD HEALTHCARE FRANCE SAS;21DEC2016:00:00:00;JO;27DEC2016:00:00:00;GEMCITABINE INTAS 100 MG/ML;solution a diluer pour perfusion en flacon de 15 ml;
0000009380004;0;0;0;ACCORD HEALTHCARE FRANCE SAS;21DEC2016:00:00:00;JO;27DEC2016:00:00:00;GEMCITABINE INTAS 100 MG/ML;solution a diluer pour perfusion en flacon de 20 ml;
0000009400043;0;0;0;ROCHE;14NOV2014:00:00:00;JO;14NOV2014:00:00:00;KADCYLA 100 MG;poudre pour solution a diluer pour perfusion;
0000009397080;0;0;0;SANDOZ;24JAN2018:00:00:00;JO;30JAN2018:00:00:00;NEVIRAPINE SANDOZ 200 MG;comprime;
0000009397134;0;0;0;NOVO NORDISK PHARMACEUTIQUE SA;30MAR2017:00:00:00;JO;04APR2017:00:00:00;NOVOEIGHT 1 000 UI;poudre et solvant pour solution injectable;
0000009397140;0;0;0;NOVO NORDISK PHARMACEUTIQUE SA;30MAR2017:00:00:00;JO;04APR2017:00:00:00;NOVOEIGHT 1 500 UI;poudre et solvant pour solution injectable;
0000009397163;0;0;0;NOVO NORDISK PHARMACEUTIQUE SA;30MAR2017:00:00:00;JO;04APR2017:00:00:00;NOVOEIGHT 250 UI;poudre et solvant pour solution injectable;
0000009397186;0;0;0;NOVO NORDISK PHARMACEUTIQUE SA;30MAR2017:00:00:00;JO;04APR2017:00:00:00;NOVOEIGHT 3 000 UI;poudre et solvant pour solution injectable;
0000009397192;0;0;0;NOVO NORDISK PHARMACEUTIQUE SA;30MAR2017:00:00:00;JO;04APR2017:00:00:00;NOVOEIGHT 500 UI;poudre et solvant pour solution injectable;
0000009397223;0;0;0;B. BRAUN MEDICAL SAS;06JAN2016:00:00:00;JO;08JAN2016:00:00:00;AMIKACINE B BRAUN 10 MG/ML;solution pour perfusion en flacon de 100 ml;
0000009397246;0;0;0;B. BRAUN MEDICAL SAS;06JAN2016:00:00:00;JO;08JAN2016:00:00:00;AMIKACINE B BRAUN 2,5 MG/ML;solution pour perfusion en flacon de 100 ml;
0000009397766;0;0;0;JANSSEN-CILAG;05DEC2018:00:00:00;JO;05DEC2018:00:00:00;INTELENCE 25 MG;comprime;
0000009398429;0;0;0;LUCANE PHARMA;18FEB2014:00:00:00;JO;04MAR2014:00:00:00;CHOLBAM 50 MG;gelule;
0000009399334;0;0;0;JANSSEN-CILAG;08AUG2017:00:00:00;CNAMTS;11SEP2017:00:00:00;IBRUTINIB 140 MG;gelules;
0000009399357;0;0;0;BIOGEN;05SEP2014:00:00:00;CNAMTS;05SEP2014:00:00:00;TECFIDERA 120 MG;gelule gastroresistante;
0000009399363;0;0;0;BIOGEN;05SEP2014:00:00:00;CNAMTS;05SEP2014:00:00:00;TECFIDERA 240 MG,;gelule gastroresistante;
0000009399877;0;0;0;ACTELION PHARMACEUTICALS FRANC;28NOV2018:00:00:00;JO;29NOV2018:00:00:00;VELETRI 0,5 MG;poudre et solvant pour solution pour perfusion;Voir JO du 15/04/15 pour indications therapeutiques remboursables.
0000009400037;0;0;0;ROCHE;26DEC2018:00:00:00;JO;02JAN2019:00:00:00;HERCEPTIN 600 MG/5ML;solution injectable;
0000009400066;0;0;0;ROCHE;14NOV2014:00:00:00;JO;14NOV2014:00:00:00;KADCYLA 160 MG;poudre pour solution a diluer pour perfusion;
0000009400557;0;0;0;MSD FRANCE;26OCT2018:00:00:00;JO;29OCT2018:00:00:00;ADEMPAS 1.5 MG;CPR;
0000009400563;0;0;0;MSD FRANCE;26OCT2018:00:00:00;JO;29OCT2018:00:00:00;ADEMPAS 1 MG;CPR;
0000009400586;0;0;0;MSD FRANCE;26OCT2018:00:00:00;JO;29OCT2018:00:00:00;ADEMPAS 2.5 MG;CPR;
0000009429638;0;0;0;EG LABO LABORATOIRES EUROGENER;13FEB2018:00:00:00;JO;15FEB2018:00:00:00;ABACAVIR/LAM.EG 600/300MG;CP;
0000009431061;0;0;0;EG LABO LABORATOIRES EUROGENER;20MAR2018:00:00:00;JO;23MAR2018:00:00:00;ENTECAVIR EG 0,5MG;CPR;
0000009431090;0;0;0;EG LABO LABORATOIRES EUROGENER;20MAR2018:00:00:00;JO;23MAR2018:00:00:00;ENTECAVIR EG 1MG;CPR;
0000009431954;0;0;0;TESARO BIO FRANCE SAS;22MAR2018:00:00:00;CNAMTS;24APR2018:00:00:00;ZEJULA 100MG;GELU;
0000009432422;0;0;0;VIIV HEALTHCARE SAS;18DEC2018:00:00:00;JO;19DEC2018:00:00:00;CELSENTRI 25MG;CPR;
0000009432439;0;0;0;VIIV HEALTHCARE SAS;18DEC2018:00:00:00;JO;19DEC2018:00:00:00;CELSENTRI 75MG;CPR;
0000009433203;0;0;0;NOVARTIS PHARMA SAS;14FEB2018:00:00:00;CNAMTS;19MAR2018:00:00:00;RYDAPT 25 MG;capsule molle;
0000009433278;0;0;0;MYLAN SAS;09AUG2018:00:00:00;JO;09AUG2018:00:00:00;RITONAVIR MYL 100MG;CPR;
0000009433551;0;0;0;OCTAPHARMA;12DEC2018:00:00:00;CNAMTS;04FEB2019:00:00:00;ATENATIV 1000 UI;Flacon de 20 ml, poudre et solvant pour solution injectable;
0000009433723;0;0;0;MYLAN SAS;02MAY2018:00:00:00;JO;02MAY2018:00:00:00;ABACAVIR/LAM./ZID.MYL;CPR;
0000009433769;0;0;0;SHIRE FRANCE;12DEC2018:00:00:00;CNAMTS;04FEB2019:00:00:00;ANTITHROMBINA III BAXALTA 1000 UI;Poudre et solvant pour solution pour perfusion;
0000009433887;0;0;0;MYLAN SAS;02MAY2018:00:00:00;JO;02MAY2018:00:00:00;NEVIRAPINE MYL LP400MG;CP;
0000009434711;0;0;0;REDDY PHARMA SAS;11JUL2018:00:00:00;JO;13JUL2018:00:00:00;ENTECAVIR RYP 0,5MG;CPR;
0000009434728;0;0;0;REDDY PHARMA SAS;11JUL2018:00:00:00;JO;13JUL2018:00:00:00;ENTECAVIR RYP 1MG;CPR;
0000009435136;0;0;0;ROCHE SAS;22MAR2018:00:00:00;CNAMTS;24APR2018:00:00:00;OCREVUS 300MG;PERF FL10ML;
0000009435573;0;0;0;FRESENIUS KABI FRANCE;08AUG2018:00:00:00;JO;09AUG2018:00:00:00;LINEZOLIDE FRK 600MG;CPR;
0000009436319;0;0;0;EG LABO LABORATOIRES EUROGENER;13NOV2018:00:00:00;JO;19NOV2018:00:00:00;SILDENAFIL EG 20MG;CPR;
0000009400592;0;0;0;MSD FRANCE;26OCT2018:00:00:00;JO;29OCT2018:00:00:00;ADEMPAS 2 MG;CPR;
0000009401367;0;0;0;ACCORD HEALTHCARE LIMITED;25NOV2016:00:00:00;JO;28NOV2016:00:00:00;PACLITAXEL AHCL 6 MG/ML;solution a diluer pour perfusion en flacon de 25 ml;
0000009402757;0;0;0;PTC THERAPEUTICS LIMITED;09JAN2015:00:00:00;CNAMTS;12JAN2015:00:00:00;TRANSLARNA 1000 MG,;Granules pour suspension buvable;
0000009402786;0;0;0;PTC THERAPEUTICS LIMITED;09JAN2015:00:00:00;CNAMTS;12JAN2015:00:00:00;TRANSLARNA 250 MG;Granules pour suspension buvable;
0000009402792;0;0;0;BIOPROJET PHARMA;29AUG2014:00:00:00;JO;29AUG2014:00:00:00;WAKIX 20 MG;comprime pellicule quadrisecable;
0000009403478;0;0;0;GILEAD SCIENCES;22OCT2014:00:00:00;CNAMTS;10NOV2014:00:00:00;ZYDELIG 100 MG;comprimes pellicules;
0000009404526;0;0;0;BOEHRINGER INGELHEIM FRANCE;24MAY2016:00:00:00;CNAMTS;20JUN2016:00:00:00;NINTEDANIB 150 MG;capsule molle;
0000009405135;0;0;0;NOVARTIS;02APR2015:00:00:00;CNAMTS;10APR2015:00:00:00;SIGNIFOR 20 MG;poudre et solvant pour suspension injectable;
0000009405141;0;0;0;NOVARTIS;02APR2015:00:00:00;CNAMTS;10APR2015:00:00:00;SIGNIFOR 40 MG;poudre et solvant pour suspension injectable;
0000009405158;0;0;0;NOVARTIS;02APR2015:00:00:00;CNAMTS;10APR2015:00:00:00;SIGNIFOR 60 MG;poudre et solvant pour suspension injectable;
0000009408211;0;0;0;ADVANCED ACCELERATOR APPLICATI;26DEC2017:00:00:00;JO;21FEB2018:00:00:00;LUTATHERA 370 MBQ/ML;Solution pour perfusion;
0000009411957;0;0;0;BRISTOL MYERS SQUIBB;14DEC2017:00:00:00;JO;15DEC2017:00:00:00;ORENCIA 125 MG;Solution injectable en stylo prerempli;
0000009412388;0;0;0;SANDOZ;13NOV2018:00:00:00;JO;19NOV2018:00:00:00;LINEZOLIDE SANDOZ 600 MG;comprime pellicule;
0000009412649;0;0;0;AMGEN EUROPE BV;22MAR2018:00:00:00;CNAMTS;24APR2018:00:00:00;REPATHA 140 MG;solution injectable en stylo prerempli;
0000009412796;0;0;0;NOVARTIS PHARMA SAS;15NOV2018:00:00:00;CNAMTS;26NOV2018:00:00:00;ENTRESTO 49 MG/51 MG;comprimes pellicules;
0000009412804;0;0;0;NOVARTIS PHARMA SAS;15NOV2018:00:00:00;CNAMTS;26NOV2018:00:00:00;ENTRESTO 97 MG/103 MG;comprimes pellicules;
0000009413347;0;0;0;GILEAD SCIENCES;06NOV2018:00:00:00;JO;08NOV2018:00:00:00;GENVOYA 150 MG/150 MG/200 MG/10 MG;comprime pellicule;
0000009415300;0;0;0;CSL BEHRING SA;12AUG2016:00:00:00;JO;16AUG2016:00:00:00;RESPREEZA 1 000 MG;POUDRE ET SOLVANT POUR SOLUTION INJECTABLE/PERFUSION;
0000009416699;0;0;0;BIOPROJET;24MAY2016:00:00:00;CNAMTS;20JUN2016:00:00:00;WAKIX 18 MG;comprimes pellicules;
0000009416707;0;0;0;BIOPROJET;24MAY2016:00:00:00;CNAMTS;20JUN2016:00:00:00;WAKIX 4,5 MG;comprimes pellicules;
0000009416713;0;0;0;TEVA SANTE;05DEC2018:00:00:00;JO;05DEC2018:00:00:00;EFAVIRENZ TEVA 600 MG;COMPRIME PELLICULE;
0000009417569;0;0;0;PANPHARMA;13OCT2016:00:00:00;JO;17OCT2016:00:00:00;VORICONAZOLE PANPHARMA 200 MG;poudre pour solution pour perfusion;
0000009417894;0;0;0;CELL THERAPIES RESEARCH AND SE;24MAY2016:00:00:00;CNAMTS;20JUN2016:00:00:00;NEOFORDEX 40 MG;comprimes;
0000009417977;0;0;0;ARROW GENERIQUES;13NOV2018:00:00:00;JO;19NOV2018:00:00:00;LINEZOLIDE ARROW 600 MG;comprime pellicule;
0000009418356;0;0;0;SANDOZ;06OCT2016:00:00:00;JO;10OCT2016:00:00:00;VORICONAZOLE SANDOZ 200 MG;poudre pour solution pour perfusion;
0000009418712;0;0;0;INDIVIOR FRANCE;28JUL2016:00:00:00;JO;02NOV2016:00:00:00;NALSCUE 0,9MG/0,1ML;SOLUTION POUR PULVERISATION NASALE EN RECIPIENT UNIDOSE;
0000009418735;0;0;0;ASTRAZENECA;03OCT2018:00:00:00;CNAMTS;30OCT2018:00:00:00;ZAVICEFTA 2 G/0,5 G;poudre pour solution a diluer pour perfusion;
0000009418741;0;0;0;PHARMA BLUE;19FEB2019:00:00:00;JO;21FEB2019:00:00:00;QIZENDAY 100MG;GELULE;
0000009419278;0;0;0;ABBVIE;05JUN2018:00:00:00;CNAMTS;13JUL2018:00:00:00;VENETOCLAX ABBVIE 100 MG;comprime pellicule;
0000009419516;0;0;0;SWEDISH ORPHAN BIOVITRUM;22NOV2018:00:00:00;JO;26NOV2018:00:00:00;ORFADIN 20MG;GELU;
0000009419522;0;0;0;SWEDISH ORPHAN BIOVITRUM;14JUN2017:00:00:00;JO;20JUN2017:00:00:00;ORFADIN 4MG/ML;BUV FL90ML;
0000009419976;0;0;0;TEVA SANTE;29JUN2017:00:00:00;JO;04JUL2017:00:00:00;VORICONAZOLE TVC 200MG;INJ FL;
0000009420494;0;0;0;NOVARTIS PHARMA SAS;04OCT2016:00:00:00;JO;10OCT2016:00:00:00;MIDOSTAURINE 25 MG;capsule molle;
0000009420531;0;0;0;OCTAPHARMA FRANCE;17MAY2018:00:00:00;JO;18MAY2018:00:00:00;PANZYGA 100MG/ML;INJ FL100ML;
0000009420548;0;0;0;OCTAPHARMA FRANCE;17MAY2018:00:00:00;JO;18MAY2018:00:00:00;PANZYGA 100MG/ML;INJ FL200ML;
0000009420554;0;0;0;OCTAPHARMA FRANCE;17MAY2018:00:00:00;JO;18MAY2018:00:00:00;PANZYGA 100MG/ML;INJ FL25ML;
0000009420560;0;0;0;OCTAPHARMA FRANCE;17MAY2018:00:00:00;JO;18MAY2018:00:00:00;PANZYGA 100MG/ML;INJ FL300ML;
0000009420577;0;0;0;OCTAPHARMA FRANCE;17MAY2018:00:00:00;JO;18MAY2018:00:00:00;PANZYGA 100MG/ML;INJ FL50ML;
0000009420755;0;0;0;ACCORD HEALTHCARE FRANCE SAS;13NOV2018:00:00:00;JO;19NOV2018:00:00:00;LINEZOLIDE ACCORD 600 MG;comprime pellicule;
0000009421890;0;0;0;OCTAPHARMA FRANCE;17MAY2018:00:00:00;JO;18MAY2018:00:00:00;PANZYGA 100MG/ML;INJ FL10ML;
0000009424167;0;0;0;ACCORD HEALTHCARE FRANCE SAS;13NOV2018:00:00:00;JO;19NOV2018:00:00:00;GRANPIDAM 20MG;CPR;
0000009425480;0;0;0;MYLAN SAS;31JAN2018:00:00:00;JO;19FEB2018:00:00:00;TALMANCO 20MG;CP;
0000009425758;0;0;0;ARROW GENERIQUES;14DEC2018:00:00:00;JO;17DEC2018:00:00:00;LAMIVUDINE/ZIDOVUDINE ARROW 150 MG/300 MG;comprime pellicule secable;
0000009426261;0;0;0;SANDOZ;30MAR2018:00:00:00;JO;03APR2018:00:00:00;ABACAVIR/LAM.SDZ600/300MG;CP;
0000009426479;0;0;0;SANDOZ;11OCT2018:00:00:00;JO;12OCT2018:00:00:00;ABACAVIR SDZ 300 MG;CPR;
0000009426516;0;0;0;MYLAN SAS;02FEB2018:00:00:00;JO;16FEB2018:00:00:00;GANCICLOVIR MYL 500MG;INJ FL;
0000009426858;0;0;0;ARROW GENERIQUES;13APR2018:00:00:00;JO;16APR2018:00:00:00;LAMIVUDINE ARROW 150 MG;comprime pellicule secable;
0000009426864;0;0;0;ARROW GENERIQUES;13APR2018:00:00:00;JO;16APR2018:00:00:00;LAMIVUDINE ARROW 300 MG;comprime pellicule;
0000009427591;0;0;0;SANDOZ;20MAR2018:00:00:00;JO;23MAR2018:00:00:00;GANCICLOVIR SDZ 500MG;INJ FL;
0000009428107;0;0;0;MSD FRANCE;30MAR2018:00:00:00;JO;03APR2018:00:00:00;ISENTRESS 600MG;CPR;
0000009429377;0;0;0;ARROW GENERIQUES;17MAY2018:00:00:00;JO;18MAY2018:00:00:00;TENOFOVIR DIS.ARW 123MG;CP;
0000009429383;0;0;0;ARROW GENERIQUES;17MAY2018:00:00:00;JO;18MAY2018:00:00:00;TENOFOVIR DIS.ARW 163MG;CP;
0000009429408;0;0;0;ARROW GENERIQUES;17MAY2018:00:00:00;JO;23MAY2018:00:00:00;TENOFOVIR DIS.ARW 204MG;CP;
0000009429414;0;0;0;ARROW GENERIQUES;17MAY2018:00:00:00;JO;23MAY2018:00:00:00;TENOFOVIR DIS.ARW 245MG;CP;
0000009373694;0;0;0;PFIZER;25AUG2011:00:00:00;JO;26AUG2011:00:00:00;TAFAMIDIS MEGLUMINE 20 MG;Capsule molle;
0000009373725;0;0;0;NOVEX PHARMA;12APR2018:00:00:00;JO;16APR2018:00:00:00;FLEBOGAMMA DIF 100 MG/ML;FL 100 ML;
0000009373748;0;0;0;NOVEX PHARMA;12APR2018:00:00:00;JO;16APR2018:00:00:00;FLEBOGAMMA DIF 100 MG/ML;FL 50 ML;
0000009374067;0;0;0;BRISTOL-MYERS SQUIBB;24NOV2017:00:00:00;JO;28NOV2017:00:00:00;YERVOY 5 MG/ML;solution a diluer pour perfusion, flacon de 40 ml;
0000009374682;0;0;0;ROCHE;22NOV2018:00:00:00;JO;28NOV2018:00:00:00;PEGASYS 135 MICROGRAMMES;solution injectable en stylo prerempli de 0,5 ml;Voir JO du 22/11/2018 pour indications therapeutiques remboursables
0000009374699;0;0;0;ROCHE;22NOV2018:00:00:00;JO;27NOV2018:00:00:00;PEGASYS 180 MICROGRAMMES;solution injectable en stylo prerempli de 0,5 ml;Voir JO du 22/11/2018 pour indications therapeutiques remboursables
0000009375641;0;0;0;BOEHRINGER INGELHEIM FRANCE;21DEC2017:00:00:00;JO;26DEC2017:00:00:00;VIRAMUNE 400 MG;comprime a liberation prolongee;
0000009378119;0;0;0;SANDOZ;29NOV2012:00:00:00;JO;29NOV2012:00:00:00;CARBOPLATINE SANDOZ 10 MG/ML;solution pour perfusion en flacon de 100 ml;
0000009378125;0;0;0;SANDOZ;29NOV2012:00:00:00;JO;29NOV2012:00:00:00;CARBOPLATINE SANDOZ 10 MG/ML;solution pour perfusion en flacon de 60 ml;
0000009378496;0;0;0;ACTAVIS FRANCE;20FEB2013:00:00:00;JO;22FEB2013:00:00:00;POTACTASOL 1 MG;poudre pour solution a diluer pour perfusion en flacon de 1 mg;
0000009380607;0;0;0;ACTAVIS FRANCE;09AUG2012:00:00:00;JO;09AUG2012:00:00:00;DOXORUBICINE ACTAVIS 2 MG/ML;solution pour perfusion en flacon de 5 ml;
0000009380636;0;0;0;ACTAVIS FRANCE;09AUG2012:00:00:00;JO;09AUG2012:00:00:00;DOXORUBICINE ACTAVIS 2 MG/ML;solution pour perfusion en flacon de 100 ml;
0000009382003;0;0;0;TEVA SANTE;09AUG2012:00:00:00;JO;09AUG2012:00:00:00;DOCETAXEL TEVA 20 MG/ML;solution a diluer pour perfusion en flacon de 1 ml;
0000009383468;0;0;0;FRESENIUS KABI FRANCE;09JUN2016:00:00:00;JO;13JUN2016:00:00:00;IRINOTECAN FRESENIUS 20 MG/ML;solution a diluer pour perfusion flacon de 15 ml;
0000009383497;0;0;0;SHIRE FRANCE;14NOV2017:00:00:00;JO;20NOV2017:00:00:00;ADVATE 1 000 UI;poudre et solvant pour solution injectable, flacon en verre de 250 UI;
0000009383505;0;0;0;SHIRE FRANCE;14NOV2017:00:00:00;JO;20NOV2017:00:00:00;ADVATE 1 500 UI;poudre et solvant pour solution injectable, flacon en verre de 250 UI;
0000009383528;0;0;0;SHIRE FRANCE;14NOV2017:00:00:00;JO;20NOV2017:00:00:00;ADVATE 500 UI;poudre et solvant pour solution injectable, flacon en verre de 250 UI;
0000009384485;0;0;0;ACCORD HEALTHCARE FRANCE SAS;26JUL2013:00:00:00;JO;26JUL2013:00:00:00;DOCETAXEL ACCORD 20 MG/ML;Flacon de 8 ml/160 mg, solution a diluer pour perfusion;
0000009384516;0;0;0;ACCORD HEALTHCARE FRANCE SAS;26JUL2013:00:00:00;JO;26JUL2013:00:00:00;DOCETAXEL ACCORD 20 MG/ML;Flacon de 4 ml/80 mg, solution a diluer pour perfusion;
0000009386001;0;0;0;ACCORD HEALTHCARE FRANCE SAS;27APR2016:00:00:00;JO;02MAY2016:00:00:00;TOPOTECANE ACCORD 1 MG/ML;solution a diluer pour perfusion en flacon de 4 ml;
0000009386596;0;0;0;MYLAN SAS;16MAR2018:00:00:00;JO;19MAR2018:00:00:00;LAMIVUDINE MYLAN 300 MG;comprimes pellicules;
0000009387070;0;0;0;FRESENIUS KABI FRANCE;08MAR2013:00:00:00;JO;08MAR2013:00:00:00;DOCETAXEL KABI 120 MG/6 ML;solution a diluer pour perfusion;
0000009387087;0;0;0;FRESENIUS KABI FRANCE;08MAR2013:00:00:00;JO;08MAR2013:00:00:00;DOCETAXEL KABI 160 MG/8 ML;solution a diluer pour perfusion;
0000009387093;0;0;0;FRESENIUS KABI FRANCE;08MAR2013:00:00:00;JO;08MAR2013:00:00:00;DOCETAXEL KABI 180 MG/9 ML;solution a diluer pour perfusion;
0000009387503;0;0;0;SANDOZ;13DEC2012:00:00:00;JO;14DEC2012:00:00:00;DOCETAXEL SERVIPHARM 10 MG/ML;solution a diluer pour perfusion en flacon de 8 ml;
0000009387868;0;0;0;MYLAN SAS;16MAR2018:00:00:00;JO;19MAR2018:00:00:00;LAMIVUDINE/ZIDOVUDINE MYLAN 150 MG/300 MG;comprimes pellicules secables;
0000009389614;0;0;0;BAYER SANTE;18DEC2012:00:00:00;JO;20DEC2012:00:00:00;REGORAFENIB;40 mg comprimes pellicules;
0000009390209;0;0;0;PFIZER;04MAY2017:00:00:00;JO;09MAY2017:00:00:00;REFACTO AF 250 UI,;Poudre et solvant pour solution injectable en seringue preremplie;
0000009390882;0;0;0;PFIZER;26NOV2013:00:00:00;JO;26NOV2013:00:00:00;DOCETAXEL PFIZER 10 MG/ML;solution a diluer pour perfusion en flacon de 13 ml;
0000009390899;0;0;0;PFIZER;26NOV2013:00:00:00;JO;26NOV2013:00:00:00;DOCETAXEL PFIZER 10 MG/ML;solution a diluer pour perfusion en flacon de 2 ml;
0000009390913;0;0;0;PFIZER;26NOV2013:00:00:00;JO;26NOV2013:00:00:00;DOCETAXEL PFIZER 10 MG/ML;solution a diluer pour perfusion en flacon de 8 ml;
0000009395388;0;0;0;ROCHE;22NOV2018:00:00:00;JO;27NOV2018:00:00:00;PEGASYS 90 MICROGRAMMES;solution injectable en seringue preremplie de 0,5 ml;Voir JO du 22/11/2018 pour indications therapeutiques remboursables
0000009395804;0;0;0;CELGENE;29NOV2016:00:00:00;JO;29NOV2016:00:00:00;IMNOVID 2 MG;gelule;
0000009395810;0;0;0;CELGENE;29NOV2016:00:00:00;JO;29NOV2016:00:00:00;IMNOVID 3 MG;gelule;
0000009395827;0;0;0;CELGENE;29NOV2016:00:00:00;JO;29NOV2016:00:00:00;IMNOVID 4 MG;gelule;
0000009396442;0;0;0;MYLAN SAS;28NOV2018:00:00:00;JO;29NOV2018:00:00:00;EFAVIRENZ MYLAN 600 MG;comprime pellicule;
0000009360912;0;0;0;SANDOZ;03AUG2016:00:00:00;JO;09AUG2016:00:00:00;IDARUBICINE SANDOZ 1 MG/ML;Solution a diluer pour perfusion en flacon de 5 ml;
0000009361395;0;0;0;FRESENIUS KABI FRANCE;13NOV2018:00:00:00;JO;19NOV2018:00:00:00;ROPIVACAINE KABI 2 MG/ML;solution pour perfusion en poche polyolefine suremballee de 200 ml;
0000009362940;0;0;0;JANSSEN-CILAG;02MAY2017:00:00:00;JO;05MAY2017:00:00:00;INCIVO 375 MG;Comprime pellicule;
0000009363017;0;0;0;SANDOZ;21DEC2016:00:00:00;JO;26DEC2016:00:00:00;GEMCITABINE SANDOZ 40 MG/ML;Solution a diluer pour perfusion en flacon de 25 ml;
0000009363023;0;0;0;SANDOZ;21DEC2016:00:00:00;JO;26DEC2016:00:00:00;GEMCITABINE SANDOZ 40 MG/ML;Solution a diluer pour perfusion en flacon de 5 ml;
0000009363046;0;0;0;SANDOZ;21DEC2016:00:00:00;JO;26DEC2016:00:00:00;GEMCITABINE SANDOZ 40 MG/ML;Solution a diluer pour perfusion en flacon de 50 ml;
0000009363282;0;0;0;ACCORD HEALTHCARE LIMITED;25NOV2016:00:00:00;JO;28NOV2016:00:00:00;PACLITAXEL AHCL 6 MG/ML;solution a diluer pour perfusion en flacon en verre de 16,7 ml;
0000009363307;0;0;0;ACCORD HEALTHCARE LIMITED;25NOV2016:00:00:00;JO;28NOV2016:00:00:00;PACLITAXEL AHCL 6 MG/ML;solution a diluer pour perfusion en flacon en verre de 50 ml;
0000009364519;0;0;0;ACTAVIS FRANCE;09AUG2012:00:00:00;JO;09AUG2012:00:00:00;ROPIVACAINE ACTAVIS 2 MG/ML;solution pour perfusion en poche polyolefine suremballee de 100 ml;
0000009364525;0;0;0;ACTAVIS FRANCE;09AUG2012:00:00:00;JO;09AUG2012:00:00:00;ROPIVACAINE ACTAVIS 2 MG/ML;solution pour perfusion en poche polyolefine suremballee de 200 ml;
0000009365080;0;0;0;TEVA SANTE;03AUG2016:00:00:00;JO;09AUG2016:00:00:00;IDARUBICINE TEVA 1 MG/ML;Solution a diluer pour perfusion, flacon de 10 ml;
