CIM_COD;CIM_LIC;CIM_LIL;MVT_DTE;MVT_ORI;MVT_TYP;CIM_LIC_OLD;TEC_COL
Y000;AGRESS. PAR OBJ. CONTONDANT, DOM.;Agression par objet contondant, domicile;;;;;0
Y001;AGRESS. PAR OBJ. CONTONDANT, ETABL. COLL.;Agression par objet contondant, établissement collectif;;;;;0
Y002;AGRESS. PAR OBJ. CONTONDANT, ÉCOLE ET LIEU PUB.;Agression par objet contondant, école et lieu public;;;;;0
Y003;AGRESS. PAR OBJ. CONTONDANT, LIEU DE SPORT;Agression par objet contondant, lieu de sport;;;;;0
Y004;AGRESS. PAR OBJ. CONTONDANT, RUE, ROUTE;Agression par objet contondant, rue ou route;;;;;0
Y005;AGRESS. PAR OBJ. CONTONDANT, COMMERCE;Agression par objet contondant, zone de commerce;;;;;0
Y006;AGRESS. PAR OBJ. CONTONDANT, LOC. INDUSTR.;Agression par objet contondant, local industriel et chantier;;;;;0
Y007;AGRESS. PAR OBJ. CONTONDANT, EXPLOIT. AGRIC.;Agression par objet contondant, exploitation agricole;;;;;0
Y008;AGRESS. PAR OBJ. CONTONDANT, LIEUX NCA;Agression par objet contondant, autres lieux précisés;;;;;0
Y009;AGRESS. PAR OBJ. CONTONDANT, LIEU SAI;Agression par objet contondant, lieu sans précision;;;;;0
Y01;AGRESS. PAR PRÉCIPITATION Ds LE VIDE;Agression par précipitation dans le vide;;;;;0
Y010;AGRESS. PAR PRÉCIPITATION Ds LE VIDE, DOM.;Agression par précipitation dans le vide, domicile;;;;;0
Y011;AGRESS. PAR PRÉCIPITATION Ds LE VIDE, ETABL. COLL.;Agression par précipitation dans le vide, établissement collectif;;;;;0
Y012;AGRESS. PAR PRÉCIPITATION Ds LE VIDE, ÉCOLE ET LIEU PUB.;Agression par précipitation dans le vide, école et lieu public;;;;;0
Y013;AGRESS. PAR PRÉCIPITATION Ds LE VIDE, LIEU DE SPORT;Agression par précipitation dans le vide, lieu de sport;;;;;0
Y014;AGRESS. PAR PRÉCIPITATION Ds LE VIDE, RUE, ROUTE;Agression par précipitation dans le vide, rue ou route;;;;;0
Y015;AGRESS. PAR PRÉCIPITATION Ds LE VIDE, COMMERCE;Agression par précipitation dans le vide, zone de commerce;;;;;0
Y016;AGRESS. PAR PRÉCIPITATION Ds LE VIDE, LOC. INDUSTR.;Agression par précipitation dans le vide, local industriel et chantier;;;;;0
Y017;AGRESS. PAR PRÉCIPITATION Ds LE VIDE, EXPLOIT. AGRIC.;Agression par précipitation dans le vide, exploitation agricole;;;;;0
Y018;AGRESS. PAR PRÉCIPITATION Ds LE VIDE, LIEUX NCA;Agression par précipitation dans le vide, autres lieux précisés;;;;;0
Y019;AGRESS. PAR PRÉCIPITATION Ds LE VIDE, LIEU SAI;Agression par précipitation dans le vide, lieu sans précision;;;;;0
Y02;AGRESS. EN POUSSANT LA VICT. DEVANT OBJ. EN MOUV.;Agression en poussant ou plaçant la victime devant un objet en mouvement;;;;;0
Y020;AGRESS. EN POUSSANT LA VICT. DEVANT OBJ. EN MOUV., DOM.;Agression en poussant ou plaçant la victime devant un objet en mouvement, domicile;;;;;0
Y021;AGRESS. EN POUSSANT LA VICT. DEVANT OBJ. EN MOUV., ETABL. COLL.;Agression en poussant ou plaçant la victime devant un objet en mouvement, établissement collectif;;;;;0
Y022;AGRESS. EN POUSSANT LA VICT. DEVANT OBJ. EN MOUV., ÉCOLE ET LIEU PUB.;Agression en poussant ou plaçant la victime devant un objet en mouvement, école et lieu public;;;;;0
Y023;AGRESS. EN POUSSANT LA VICT. DEVANT OBJ. EN MOUV., LIEU DE SPORT;Agression en poussant ou plaçant la victime devant un objet en mouvement, lieu de sport;;;;;0
Y024;AGRESS. EN POUSSANT LA VICT. DEVANT OBJ. EN MOUV., RUE, ROUTE;Agression en poussant ou plaçant la victime devant un objet en mouvement, rue ou route;;;;;0
Y025;AGRESS. EN POUSSANT LA VICT. DEVANT OBJ. EN MOUV., COMMERCE;Agression en poussant ou plaçant la victime devant un objet en mouvement, zone de commerce;;;;;0
Y026;AGRESS. EN POUSSANT LA VICT. DEVANT OBJ. EN MOUV., LOC. INDUSTR.;Agression en poussant ou plaçant la victime devant un objet en mouvement, local industriel et chantier;;;;;0
Y027;AGRESS. EN POUSSANT LA VICT. DEVANT OBJ. EN MOUV., EXPLOIT. AGRIC.;Agression en poussant ou plaçant la victime devant un objet en mouvement, exploitation agricole;;;;;0
Y028;AGRESS. EN POUSSANT LA VICT. DEVANT OBJ. EN MOUV., LIEUX NCA;Agression en poussant ou plaçant la victime devant un objet en mouvement, autres lieux précisés;;;;;0
Y029;AGRESS. EN POUSSANT LA VICT. DEVANT OBJ. EN MOUV., LIEU SAI;Agression en poussant ou plaçant la victime devant un objet en mouvement, lieu sans précision;;;;;0
Y03;AGRESS. EN PROVOQ. UNE COLL. DE VEHIC. MOT.;Agression en provoquant une collision de véhicule à moteur;;;;;0
Y030;AGRESS. EN PROVOQ. UNE COLL. DE VEHIC. MOT., DOM.;Agression en provoquant une collision de véhicule à moteur, domicile;;;;;0
Y031;AGRESS. EN PROVOQ. UNE COLL. DE VEHIC. MOT., ETABL. COLL.;Agression en provoquant une collision de véhicule à moteur, établissement collectif;;;;;0
Y032;AGRESS. EN PROVOQ. UNE COLL. DE VEHIC. MOT., ÉCOLE ET LIEU PUB.;Agression en provoquant une collision de véhicule à moteur, école et lieu public;;;;;0
Y033;AGRESS. EN PROVOQ. UNE COLL. DE VEHIC. MOT., LIEU DE SPORT;Agression en provoquant une collision de véhicule à moteur, lieu de sport;;;;;0
Y034;AGRESS. EN PROVOQ. UNE COLL. DE VEHIC. MOT., RUE, ROUTE;Agression en provoquant une collision de véhicule à moteur, rue ou route;;;;;0
Y035;AGRESS. EN PROVOQ. UNE COLL. DE VEHIC. MOT., COMMERCE;Agression en provoquant une collision de véhicule à moteur, zone de commerce;;;;;0
Y036;AGRESS. EN PROVOQ. UNE COLL. DE VEHIC. MOT., LOC. INDUSTR.;Agression en provoquant une collision de véhicule à moteur, local industriel et chantier;;;;;0
Y568;EFF. INDESIR. TOPIQ. AGISS . SUR PEAU ET MUQU., NCA (US. THER.);Effets indésirables d'autres topiques agissant essentiellement sur la peau et les muqueuses au cours de leur usage thérapeutique;;;;;0
Y569;EFF. INDESIR. TOPIQ. AGISS . SUR PEAU ET MUQU., SAI (US. THER.);Effets indésirables d'un topique agissant essentiellement sur la peau et les muqueuses, sans précision au cours de son usage thérapeutique;;;;;0
Y57;EFF. INDESIR. SUBST. MÉDICAMENTEUSES, NCA, SAI;Effets indésirables des substances médicamenteuses, autres et sans précision;;;;;0
Y570;EFF. INDESIR. DÉPRESSEURS DE L'APPÉTIT (US. THER.);Effets indésirables des dépresseurs de l'appétit [anorexigènes] au cours de leur usage thérapeutique;;;;;0
Y571;EFF. INDESIR. LIPOTROPES (US. THER.);Effets indésirables des lipotropes au cours de leur usage thérapeutique;;;;;0
Y572;EFF. INDESIR. ANTIDOTES ET CHÉLATEURS, NCA (US. THER.);Effets indésirables des antidotes et chélateurs, non classés ailleurs au cours de leur usage thérapeutique;;;;;0
Y573;EFF. INDESIR. PRODUITS DE DÉSINTOXICATION ALCOOLIQUE (US. THER.);Effets indésirables des produits de désintoxication alcoolique au cours de leur usage thérapeutique;;;;;0
Y574;EFF. INDESIR. EXCIPIENTS PHARMACEUTIQUES (US. THER.);Effets indésirables des excipients pharmaceutiques au cours de leur usage thérapeutique;;;;;0
Y575;EFF. INDESIR. PRODUIT DE CONTRASTE UTILISÉ EN RADIO. (US. THER.);Effets indésirables d'un produit de contraste utilisé en radiologie au cours de son usage thérapeutique;;;;;0
Y576;EFF. INDESIR. D'AUTRES AGENTS DE DIAGNOSTIC (US. THER.);Effets indésirables d'autres agents de diagnostic au cours de leur usage thérapeutique;;;;;0
Y577;EFF. INDESIR. VITAMINES, NCA (US. THER.);Effets indésirables des vitamines, non classées ailleurs au cours de leur usage thérapeutique;;;;;0
Y578;EFF. INDESIR. D'AUTRES SUBST. ET MÉDIC. (US. THER.);Effets indésirables d'autres substances et médicaments au cours de leur usage thérapeutique;;;;;0
Y579;EFF. INDESIR. SUBST. ET MÉDICAMENT, SAI (US. THER.);Effets indésirables d'une substance et médicament, sans précision au cours de son usage thérapeutique;;;;;0
Y58;EFF. INDESIR. VACCINS BACTÉRIENS;Effets indésirables des vaccins bactériens;;;;;0
Y580;EFF. INDESIR. DU VACCIN BCG;Effets indésirables du vaccin BCG;;;;;0
Y581;EFF. INDESIR. DU VACCIN ANTITYPHOÏDIQUE ET PARATYPHOÏDIQUE;Effets indésirables du vaccin antityphoïdique et paratyphoïdique;;;;;0
Y582;EFF. INDESIR. DU VACCIN ANTICHOLÉRIQUE;Effets indésirables du vaccin anticholérique;;;;;0
Y583;EFF. INDESIR. DU VACCIN ANTIPESTEUX;Effets indésirables du vaccin antipesteux;;;;;0
Y584;EFF. INDESIR. DU VACCIN ANTITÉTANIQUE;Effets indésirables du vaccin antitétanique;;;;;0
Y585;EFF. INDESIR. DU VACCIN ANTIDIPHTÉRIQUE;Effets indésirables du vaccin antidiphtérique;;;;;0
Y586;EFF. INDESIR. DU VACCIN ANTICOQUELUCHEUX, Y COMPRIS EN ASSOCIATION;Effets indésirables du vaccin anticoquelucheux, y compris en association;;;;;0
Y588;EFF. INDESIR. VACCINS BACT. MIXTES, SAUF Av. VACC. ANTICOQUELUCHEUX;Effets indésirables des vaccins bactériens mixtes, sauf ceux qui contiennent du vaccin anticoquelucheux;;;;;0
Y589;EFF. INDESIR. VACCINS BACTÉRIENS, NCA, SAI;Effets indésirables des vaccins bactériens, autres et sans précision;;;;;0
Y59;EFF. INDESIR. VACCINS ET SUBST. BIOLOGIQUES, NCA, SAI;Effets indésirables des vaccins et substances biologiques, autres et sans précision;;;;;0
Y590;EFF. INDESIR. VACCINS ANTIVIRAUX;Effets indésirables des vaccins antiviraux;;;;;0
Y591;EFF. INDESIR. VACCINS ANTIRICKETTSIES;Effets indésirables des vaccins antirickettsies;;;;;0
Y592;EFF. INDESIR. VACCINS ANTIPROTOZOAIRES;Effets indésirables des vaccins antiprotozoaires;;;;;0
Y593;EFF. INDESIR. IMMUNOGLOBULINES;Effets indésirables des immunoglobulines;;;;;0
Y598;EFF. INDESIR. D'AUTRES VACCINS ET SUBST. BIOLOGIQUES PRÉCISÉS;Effets indésirables d'autres vaccins et substances biologiques précisés;;;;;0
Y599;EFF. INDESIR. DE VACCIN OU SUBST. BIOLOGIQUE, SAI;Effets indésirables de vaccin ou substance biologique, sans précision;;;;;0
Y60;COUP., PIQ., PERFOR., HEMORR. ACCID. AU COURS D'ACTE MED., CHIR.;Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'actes médicaux et chirurgicaux;;;;;0
Y600;COUP., PIQ., PERFOR., HEMORR. ACCID. AU COURS Itv CHIR.;Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'une intervention chirurgicale;;;;;0
Y601;COUP., PIQ., PERFOR., HEMORR. ACCID. AU COURS PERF. OU TRANSF.;Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'une perfusion ou transfusion;;;;;0
Y602;COUP., PIQ., PERFOR., HEMORR. ACCID. AU COURS DIALYS., PERF. NCA;Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'une dialyse rénale ou autre perfusion;;;;;0
Y603;COUP., PIQ., PERFOR., HEMORR. ACCID. AU COURS INJEC., VACC.;Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'une injection ou vaccination;;;;;0
Y604;COUP., PIQ., PERFOR., HEMORR. ACCID. AU COURS ENDOSCOPIE;Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'une endoscopie;;;;;0
Y605;COUP., PIQ., PERFOR., HEMORR. ACCID. AU COURS CATHE. CARD.;Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'un cathétérisme cardiaque;;;;;0
Y606;COUP., PIQ., PERFOR., HEMORR. ACCID. AU COURS ASPIR., PONCT., CAT. NCA;Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'une aspiration, d'une ponction et d'un autre cathétérisme;;;;;0
Y607;COUP., PIQ., PERFOR., HEMORR. ACCID. AU COURS L'ADM. LAVEMENT;Coupure, piqûre, perforation ou hémorragie accidentelles au cours de l'administration d'un lavement;;;;;0
Y608;COUP., PIQ., PERFOR., HEMORR. ACCID. AU COURS ACTE MED. NCA, CHIR.;Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'autres actes médicaux et chirurgicaux;;;;;0
Y609;COUP., PIQ., PERFOR., HEMORR. ACCID. AU COURS ACTE MED., CHIR., SAI;Coupure, piqûre, perforation ou hémorragie accidentelles au cours d'un acte médical et chirurgical, sans précision;;;;;0
Y61;C.E. ACCID. LAISS. Ds ORG. AU COURS D'ACTE MED., CHIR.;Corps étranger accidentellement laissé dans l'organisme au cours d'actes médicaux et chirurgicaux;;;;;0
Y610;C.E. ACCID. LAISS. Ds ORG. AU COURS Itv CHIR.;Corps étranger accidentellement laissé dans l'organisme au cours d'une intervention chirurgicale;;;;;0
Y611;C.E. ACCID. LAISS. Ds ORG. AU COURS PERF. OU TRANSF.;Corps étranger accidentellement laissé dans l'organisme au cours d'une perfusion ou transfusion;;;;;0
Y612;C.E. ACCID. LAISS. Ds ORG. AU COURS DIALYS., PERF. NCA;Corps étranger accidentellement laissé dans l'organisme au cours d'une dialyse rénale ou autre perfusion;;;;;0
Y613;C.E. ACCID. LAISS. Ds ORG. AU COURS INJEC., VACC.;Corps étranger accidentellement laissé dans l'organisme au cours d'une injection ou vaccination;;;;;0
Y614;C.E. ACCID. LAISS. Ds ORG. AU COURS ENDOSCOPIE;Corps étranger accidentellement laissé dans l'organisme au cours d'une endoscopie;;;;;0
Y615;C.E. ACCID. LAISS. Ds ORG. AU COURS CATHE. CARD.;Corps étranger accidentellement laissé dans l'organisme au cours d'un cathétérisme cardiaque;;;;;0
Y616;C.E. ACCID. LAISS. Ds ORG. AU COURS ASPIR., PONCT., CATHE. NCA;Corps étranger accidentellement laissé dans l'organisme au cours d'une aspiration, d'une ponction et d'un autre cathétérisme;;;;;0
Y617;C.E. ACCID. LAISS. Ds ORG. AU COURS EXTRACT. CATHÉTER OU TAMPONNEM.;Corps étranger accidentellement laissé dans l'organisme au cours de l'extraction d'un cathéter ou d'un tamponnement;;;;;0
Y618;C.E. ACCID. LAISS. Ds ORG. AU COURS D'ACTE MED. NCA ET CHIRURGICAUX.;Corps étranger accidentellement laissé dans l'organisme au cours d'autres actes médicaux et chirurgicaux.;;;;;0
X266;CONTACT Av. ANIM. ET PLANT. VEN. MARINS, LOC. INDUSTR.;Contact avec des animaux venimeux marins et des plantes vénéneuses marines, local industriel et chantier;;;;;0
X267;CONTACT Av. ANIM. ET PLANT. VEN. MARINS, EXPLOIT. AGRIC.;Contact avec des animaux venimeux marins et des plantes vénéneuses marines, exploitation agricole;;;;;0
X268;CONTACT Av. ANIM. ET PLANT. VEN. MARINS, LIEUX NCA;Contact avec des animaux venimeux marins et des plantes vénéneuses marines, autres lieux précisés;;;;;0
X269;CONTACT Av. ANIM. ET PLANT. VEN. MARINS, LIEU SAI;Contact avec des animaux venimeux marins et des plantes vénéneuses marines, lieu sans précision;;;;;0
X27;CONTACT Av. ANIM. VENIM. NCA;Contact avec d'autres animaux venimeux précisés;;;;;0
X270;CONTACT Av. ANIM. VENIM. NCA, DOM.;Contact avec d'autres animaux venimeux précisés, domicile;;;;;0
X271;CONTACT Av. ANIM. VENIM. NCA, ETABL. COLL.;Contact avec d'autres animaux venimeux précisés, établissement collectif;;;;;0
X272;CONTACT Av. ANIM. VENIM. NCA, ÉCOLE ET LIEU PUB.;Contact avec d'autres animaux venimeux précisés, école et lieu public;;;;;0
X273;CONTACT Av. ANIM. VENIM. NCA, LIEU DE SPORT;Contact avec d'autres animaux venimeux précisés, lieu de sport;;;;;0
X274;CONTACT Av. ANIM. VENIM. NCA, RUE, ROUTE;Contact avec d'autres animaux venimeux précisés, rue ou route;;;;;0
X275;CONTACT Av. ANIM. VENIM. NCA, COMMERCE;Contact avec d'autres animaux venimeux précisés, zone de commerce;;;;;0
X276;CONTACT Av. ANIM. VENIM. NCA, LOC. INDUSTR.;Contact avec d'autres animaux venimeux précisés, local industriel et chantier;;;;;0
X277;CONTACT Av. ANIM. VENIM. NCA, EXPLOIT. AGRIC.;Contact avec d'autres animaux venimeux précisés, exploitation agricole;;;;;0
X278;CONTACT Av. ANIM. VENIM. NCA, LIEUX NCA;Contact avec d'autres animaux venimeux précisés, autres lieux précisés;;;;;0
X279;CONTACT Av. ANIM. VENIM. NCA, LIEU SAI;Contact avec d'autres animaux venimeux précisés, lieu sans précision;;;;;0
X28;CONTACT Av. PLANT. VENEN. NCA;Contact avec d'autres plantes vénéneuses précisées;;;;;0
X280;CONTACT Av. PLANT. VENEN. NCA, DOM.;Contact avec d'autres plantes vénéneuses précisées, domicile;;;;;0
X281;CONTACT Av. PLANT. VENEN. NCA, ETABL. COLL.;Contact avec d'autres plantes vénéneuses précisées, établissement collectif;;;;;0
X282;CONTACT Av. PLANT. VENEN. NCA, ÉCOLE ET LIEU PUB.;Contact avec d'autres plantes vénéneuses précisées, école et lieu public;;;;;0
X283;CONTACT Av. PLANT. VENEN. NCA, LIEU DE SPORT;Contact avec d'autres plantes vénéneuses précisées, lieu de sport;;;;;0
X284;CONTACT Av. PLANT. VENEN. NCA, RUE, ROUTE;Contact avec d'autres plantes vénéneuses précisées, rue ou route;;;;;0
X285;CONTACT Av. PLANT. VENEN. NCA, COMMERCE;Contact avec d'autres plantes vénéneuses précisées, zone de commerce;;;;;0
X286;CONTACT Av. PLANT. VENEN. NCA, LOC. INDUSTR.;Contact avec d'autres plantes vénéneuses précisées, local industriel et chantier;;;;;0
X287;CONTACT Av. PLANT. VENEN. NCA, EXPLOIT. AGRIC.;Contact avec d'autres plantes vénéneuses précisées, exploitation agricole;;;;;0
X288;CONTACT Av. PLANT. VENEN. NCA, LIEUX NCA;Contact avec d'autres plantes vénéneuses précisées, autres lieux précisés;;;;;0
X289;CONTACT Av. PLANT. VENEN. NCA, LIEU SAI;Contact avec d'autres plantes vénéneuses précisées, lieu sans précision;;;;;0
X29;CONTACT Av. ANIM. OU PLANT. VEN., SAI;Contact avec un animal venimeux ou une plante vénéneuse, sans précision;;;;;0
X290;CONTACT Av. ANIM. OU PLANT. VEN., SAI, DOM.;Contact avec un animal venimeux ou une plante vénéneuse, sans précision, domicile;;;;;0
X291;CONTACT Av. ANIM. OU PLANT. VEN., SAI, ETABL. COLL.;Contact avec un animal venimeux ou une plante vénéneuse, sans précision, établissement collectif;;;;;0
X292;CONTACT Av. ANIM. OU PLANT. VEN., SAI, ÉCOLE ET LIEU PUB.;Contact avec un animal venimeux ou une plante vénéneuse, sans précision, école et lieu public;;;;;0
X293;CONTACT Av. ANIM. OU PLANT. VEN., SAI, LIEU DE SPORT;Contact avec un animal venimeux ou une plante vénéneuse, sans précision, lieu de sport;;;;;0
X294;CONTACT Av. ANIM. OU PLANT. VEN., SAI, RUE, ROUTE;Contact avec un animal venimeux ou une plante vénéneuse, sans précision, rue ou route;;;;;0
X295;CONTACT Av. ANIM. OU PLANT. VEN., SAI, COMMERCE;Contact avec un animal venimeux ou une plante vénéneuse, sans précision, zone de commerce;;;;;0
X296;CONTACT Av. ANIM. OU PLANT. VEN., SAI, LOC. INDUSTR.;Contact avec un animal venimeux ou une plante vénéneuse, sans précision, local industriel et chantier;;;;;0
X297;CONTACT Av. ANIM. OU PLANT. VEN., SAI, EXPLOIT. AGRIC.;Contact avec un animal venimeux ou une plante vénéneuse, sans précision, exploitation agricole;;;;;0
X298;CONTACT Av. ANIM. OU PLANT. VEN., SAI, LIEUX NCA;Contact avec un animal venimeux ou une plante vénéneuse, sans précision, autres lieux précisés;;;;;0
X299;CONTACT Av. ANIM. OU PLANT. VEN., SAI, LIEU SAI;Contact avec un animal venimeux ou une plante vénéneuse, sans précision, lieu sans précision;;;;;0
X30;EXPOS. À UNE CHALEUR NATUR. EXCESS.;Exposition à une chaleur naturelle excessive;;;;;0
X300;EXPOS. À UNE CHALEUR NATUR. EXCESS., DOM.;Exposition à une chaleur naturelle excessive, domicile;;;;;0
X301;EXPOS. À UNE CHALEUR NATUR. EXCESS., ETABL. COLL.;Exposition à une chaleur naturelle excessive, établissement collectif;;;;;0
X302;EXPOS. À UNE CHALEUR NATUR. EXCESS., ÉCOLE ET LIEU PUB.;Exposition à une chaleur naturelle excessive, école et lieu public;;;;;0
X303;EXPOS. À UNE CHALEUR NATUR. EXCESS., LIEU DE SPORT;Exposition à une chaleur naturelle excessive, lieu de sport;;;;;0
X304;EXPOS. À UNE CHALEUR NATUR. EXCESS., RUE, ROUTE;Exposition à une chaleur naturelle excessive, rue ou route;;;;;0
X305;EXPOS. À UNE CHALEUR NATUR. EXCESS., COMMERCE;Exposition à une chaleur naturelle excessive, zone de commerce;;;;;0
X306;EXPOS. À UNE CHALEUR NATUR. EXCESS., LOC. INDUSTR.;Exposition à une chaleur naturelle excessive, local industriel et chantier;;;;;0
X307;EXPOS. À UNE CHALEUR NATUR. EXCESS., EXPLOIT. AGRIC.;Exposition à une chaleur naturelle excessive, exploitation agricole;;;;;0
