table,var,format,description,nomenclature,creation,suppression,dates_manquantes
T_RIPaaCSTC,COH_NAI_RET,string (1),Code retour contrôle « Cohérence date naissance »,-,2020,,
T_RIPaaCSTC,COH_SEX_RET,string (1),Code retour contrôle « Cohérence sexe »,-,2020,,
T_RIPaaCSTC,NIR_ANO_17,string (17),Pseudonyme,-,2020,,
T_RIPaaCSTC,RNG_NAI_RET,string (1),Code retour contrôle « Rang naissance »,-,2020,,
T_RIPaaCSTC,RNG_BEN_RET,string (1),Code retour contrôle « Rang bénéficiaire »,-,2020,,
T_RIPaaCSTC,RNG_NAI,string (1),Rang naissance ,-,2020,,
T_RIPaaCSTC,RNG_BEN,string (3),Rang bénéficiaire ,-,2020,,
T_RIPaaCSTC,IPP_BEN_ANO,string (44),Numéro d'identification permanent patient anonymisé,-,2020,,
T_RIPaaCSTC,IPP_IRR_CRY,string (16),Cryptage irréversible l'IPP,-,2020,,
T_RIPaaE,ETA_NUM,string (9),N°FINESS,-,2007,,
T_RIPaaE,SOC_RAI,string (60),Raison sociale,-,2007,,
T_RIPaaE,REG_ETA,string (40),Région,-,2007,,
T_RIPaaE,ANN_TRT,string (7),N° du trimestre PMSI transmis,-,2007,,
T_RIPaaE,STA_ETA,string (3),Statut de l'établissement,-,2007,,
T_RIPaaE,VAL_ETA,string (50),Validation des données,-,2007,,
T_RIPaaE,ETB_EXE_FIN,string (8),N°FINESS sans clé,-,2007,,
T_RIPaaFA,TYP_ART,string (1),Type d'enregistrement,-,2010,,
T_RIPaaFA,ETA_NUM_EPMSI,string (9),Numéro FINESS de l’entité juridique,-,2010,,
T_RIPaaFA,ETA_NUM_TWO,string (9),Numéro FINESS de l’établissement (site géographique),-,2010,,
T_RIPaaFA,AGE_JOU ,number (5),Age jours (pour les moins un an),-,2020,,
T_RIPaaFA,BDI_COD,string (5),Code géographique,-,2020,,
T_RIPaaFA,COD_POST,string (5),Code postal,-,2020,,
T_RIPaaFA,EXE_SOI_DTD,date (8),Date d'entrée séjour,-,2020,,
T_RIPaaFA,EXE_SOI_DTF,date (8),Date sortie séjour,-,2020,,
T_RIPaaFA,RIP_NUM,string (6),Numéro séquentiel de séjour (idem RPSA),-,2010,,
T_RIPaaFA,FAC_NUM,string (3),N° séquentiel de facture,-,2010,,
T_RIPaaFA,COD_SEX,string (1),Sexe,-,2010,,
T_RIPaaFA,AGE_ANN,number (3),Age (en années),-,2014,,
T_RIPaaFA,COD_CIV,string (1),Code civilité ,-,2010,,
T_RIPaaFA,RNG_BEN,string (3),Rang de bénéficiaire,-,2016,,
T_RIPaaFA,OPE_NAT,string (1),Nature opération,-,2010,,
T_RIPaaFA,NAT_ASS,string (2),Nature assurance,-,2010,,
T_RIPaaFA,CON_TYP,string (2),Type de contrat souscrit auprès d'un organisme complémentaire,-,2010,,
T_RIPaaFA,EXO_TM,string (1),Justification d'exonération du TM,-,2010,,
T_RIPaaFA,COD_PEC,string (1),Code de prise en charge,-,2010,,
T_RIPaaFA,NOE_RGM,string (2),Code Gd régime,-,2010,,
T_RIPaaFA,RNG_NAI,string (1),Rang de naissance,-,2016,,
T_RIPaaFA,PH_BRM,"number (8,2)",Total Base Remboursement Prestation hospitalière,-,2010,,
T_RIPaaFA,PH_AMO_MNR,"number (8,2)",Total remboursable AMO Prestation hospitalières,-,2010,,
T_RIPaaFA,HON_MNT,"number (8,2)",Total honoraire Facturé,-,2010,,
T_RIPaaFA,HON_AM_MNR,"number (8,2)",Total honoraire remboursable AM,-,2010,,
T_RIPaaFA,PAS_OC_MNT,"number (8,2)",Total participation assuré avant OC,-,2010,,
T_RIPaaFA,PH_OC_MNR,"number (8,2)",Total remboursable OC pour les PH,-,2010,,
T_RIPaaFA,HON_OC_MNR,"number (8,2)",Total remboursable OC pour les honoraires,-,2010,,
T_RIPaaFA,PH_MNT,"number (8,2)",Montant total facturé pour  PH,-,2010,,
T_RIPaaFA,FAC_ETL,string (1),Etat de liquidation de la facture,-,2010,,
T_RIPaaFA,BEN_CMU,string (1),Patient bénéficiaire de la CMU,-,2012,,
T_RIPaaFA,ORG_CPL_NUM,string (10),N° d’organisme complémentaire,-,2015,,
T_RIPaaFA,NUM_DAT_AT,string (9),Numéro accident du travail ou date d’accident de droit commun,-,2015,,
T_RIPaaFA,ENT_MOI,string (2),Mois de la date d'entrée,-,2010,2021,
T_RIPaaFA,ENT_ANN,string (4),Année de la date d'entrée,-,2010,2021,
T_RIPaaFA,SOR_MOI,string (2),Mois de la date de sortie,-,2010,2021,
T_RIPaaFA,SOR_ANN,string (4),Année de la date de sortie,-,2010,2021,
T_RIPaaFA,SEJ_DUR,number (4),Durée (Date de sortie-date d'entrée),-,2010,2021,
T_RIPaaFB,TYP_ART,string (1),Type d'enregistrement,-,2010,,
T_RIPaaFB,ETA_NUM_EPMSI,string (9),Numéro FINESS de l’entité juridique,-,2010,,
T_RIPaaFB,ETA_NUM_TWO,string (9),Numéro FINESS de l’établissement (site géographique),-,2010,,
T_RIPaaFB,EXE_SOI_DTD,date (8),Date début séjour,-,2020,,
T_RIPaaFB,EXE_SOI_DTF,date (8),Date fin séjour,-,2020,,
T_RIPaaFB,RIP_NUM,string (6),Numéro séquentiel de séjour (idem RPSA),-,2010,,
T_RIPaaFB,FAC_NUM,string (3),N° séquentiel de facture,-,2010,,
T_RIPaaFB,DEL_DAT_ENT,number (5),Délai par rapport à la date d'entrée,-,2013,,
T_RIPaaFB,PSH_MDT,string (2),Mode de traitement,-,2010,,
T_RIPaaFB,PSH_DMT,string (3),Discipline de prestation (ex DMT),-,2010,,
T_RIPaaFB,ACT_COD,string (5),Code acte,-,2010,,
T_RIPaaFB,ACT_NBR,number (3),Quantité,-,2010,,
T_RIPaaFB,EXO_TM,string (1),Justification exonération TM,-,2010,,
T_RIPaaFB,ACT_COE,"number (5,2)",Cœfficient,-,2010,,
T_RIPaaFB,COD_PEC,string (1),Code prise en charge FJ,-,2010,,
T_RIPaaFB,RIP_COE,"number (5,4)",Cœfficient MCO/HAD,-,2010,,
T_RIPaaFB,PRI_UNI,"number (7,2)",Prix Unitaire,-,2010,,
T_RIPaaFB,REM_BAS,"number (8,2)",Montant Base remboursement,-,2010,,
T_RIPaaFB,REM_TAU,number (3),Taux applicable à la prestation,-,2010,,
T_RIPaaFB,AMO_MNR,"number (8,2)",Montant Remboursable par la caisse (AMO),-,2010,,
T_RIPaaFB,FAC_MNT,"number (8,2)",Montant total de la dépense,-,2010,,
T_RIPaaFB,AMC_MNR,"number (7,2)",Montant remboursable par l'organisme complémentaire (AMC),-,2010,,
T_RIPaaFB,GHS_NUM,string (4),N° de GHS/GHT,-,2010,,
T_RIPaaFB,NOE_MNR,"number (8,2)",Montant remboursé NOEMIE Retour,-,2010,,
T_RIPaaFB,NOE_OPE,string (3),Nature opération récupération NOEMIE Retour,-,2010,,
T_RIPaaFB,ETE_GHS_NUM,number (4),N° GHS (format num),-,2010,,
T_RIPaaFB,ENT_MOI,string (2),Mois de la date de début de séjour,-,2010,2021,
T_RIPaaFB,ENT_ANN,string (4),Année de la date de début de séjour,-,2010,2021,
T_RIPaaFB,SOR_MOI,string (2),Mois de la date de fin de séjour,-,2010,2021,
T_RIPaaFB,SOR_ANN,string (4),Année de la date de fin de séjour,-,2010,2021,
T_RIPaaFB,SEJ_DUR,number (4),Durée (Date de fin de séjour-date de début de séjour),-,2010,2021,
T_RIPaaFC,TYP_ART,string (1),Type d'enregistrement,-,2010,,
T_RIPaaFC,ETA_NUM_EPMSI,string (9),Numéro FINESS de l’entité juridique,-,2010,,
T_RIPaaFC,ETA_NUM_TWO,string (9),Numéro FINESS de l’établissement (site géographique),-,2010,,
T_RIPaaFC,RIP_NUM,string (6),Numéro séquentiel de séjour (idem RPSA),-,2010,,
T_RIPaaFC,FAC_NUM,string (3),N° séquentiel de facture,-,2010,,
T_RIPaaFC,DEL_DAT_ENT,number (5),Délai par rapport à la date d'entrée,-,2013,,
T_RIPaaFC,PSH_MDT,string (2),Mode de traitement,-,2010,,
T_RIPaaFC,PSH_DMT,string (3),Discipline de prestation (ex DMT),-,2010,,
T_RIPaaFC,EXO_TM,string (1),Justification exo TM,-,2010,,
T_RIPaaFC,ACT_COD,string (5),Code acte,-,2010,,
T_RIPaaFC,ACT_NBR,number (2),Quantité,-,2010,,
T_RIPaaFC,ACT_COE,"number (6,2)",Cœfficient,-,2010,,
T_RIPaaFC,ACT_DNB,number (2),Dénombrement,-,2010,,
T_RIPaaFC,PRI_UNI,"number (7,2)",Prix Unitaire,-,2010,,
T_RIPaaFC,REM_BAS,"number (7,2)",Montant Base remboursement,-,2010,,
T_RIPaaFC,REM_TAU,number (3),Taux Remboursement,-,2010,,
T_RIPaaFC,AMO_MNR,"number (7,2)",Montant Remboursable par AMO,-,2010,,
T_RIPaaFC,HON_MNT,"number (7,2)",Montant des honoraire (dépassement compris),-,2010,,
T_RIPaaFC,AMC_MNR,"number (6,2)",Montant remboursable par AMC,-,2010,,
T_RIPaaFC,EXE_SOI_DTD,date (8),Date l'acte,-,2020,,
T_RIPaaFC,NOE_MNR,"number (8,2)",Montant remboursé NOEMIE Retour,-,2010,,
T_RIPaaFC,NOE_OPE,string (3),Nature opération récupération NOEMIE Retour,-,2010,,
T_RIPaaFC,ACT_MOI,string (2),Mois de la date de l'acte,-,2010,2021,
T_RIPaaFC,ACT_ANN,string (4),Année de la date de l'acte,-,2010,2021,
T_RIPaaFH,TYP_ART,string (1),Type d'enregistrement,-,2010,,
T_RIPaaFH,ETA_NUM_EPMSI,string (9),Numéro FINESS de l’entité juridique,-,2010,,
T_RIPaaFH,ETA_NUM_TWO,string (9),Numéro FINESS de l’établissement (site géographique),-,2010,,
T_RIPaaFH,RIP_NUM,string (6),Numéro séquentiel de séjour (idem RPSA),-,2010,,
T_RIPaaFH,FAC_NUM,string (3),N° séquentiel de facture,-,2010,,
T_RIPaaFH,DEL_DAT_ENT,number (5),Délai par rapport à la date d'entrée,-,2013,,
T_RIPaaFH,EXE_SOI_DTD,date (8),Date soins,-,2020,,
T_RIPaaFH,COD_UCD,string (7),Code UCD,-,2010,,
T_RIPaaFH,COE_TAU,"number (5,2)",Coefficient de fractionnement,-,2010,,
T_RIPaaFH,ACH_PRI,"number (7,2)",Prix d'achat unitaire TTC,-,2010,,
T_RIPaaFH,MNT_UNI_ECA,"number (7,2)",Montant unitaire de l'écart indemnisable,-,2010,,
T_RIPaaFH,TOT_MNT_ECA,"number (7,2)",Montant total de l'écart indemnisable,-,2010,,
T_RIPaaFH,QUA_COD,number (3),Quantité,-,2010,,
T_RIPaaFH,FAC_TOT,"number (7,2)",Montant total facturé TTC,-,2010,,
T_RIPaaFH,UCD_UCD_COD,string (13),Code UCD (0 à gauche),-,2010,,
T_RIPaaFH,ENT_MOI,string (2),Mois de la date de début de séjour,-,2010,2021,
T_RIPaaFH,ENT_ANN,string (4),Année de la date de début de séjour,-,2010,2021,
T_RIPaaFI,TYP_ART,string (1),Type d'enregistrement,-,2010,,
T_RIPaaFI,ETA_NUM_EPMSI,string (9),Numéro FINESS de l’entité juridique,-,2010,,
T_RIPaaFI,ETA_NUM_TWO,string (9),Numéro FINESS de l’établissement (site géographique),-,2010,,
T_RIPaaFI,EXE_SOI_DTD,date (8),Date début ,-,2020,,
T_RIPaaFI,EXE_SOI_DTF,date (8),Date fin,-,2020,,
T_RIPaaFI,RIP_NUM,string (6),Numéro séquentiel de séjour (idem RPSA),-,2010,,
T_RIPaaFI,FAC_NUM,string (3),N° séquentiel de facture,-,2010,,
T_RIPaaFI,DEL_DAT_ENT,number (5),Délai par rapport à la date d'entrée,-,2013,,
T_RIPaaFI,SEJ_FIN,string (1),Nature d'interruption ou de fin de séjour,-,2010,,
T_RIPaaFI,ETB_NUM,string (14),Etablissement de transfert ou de retour ou lieu d'exécution de l'acte,-,2010,,
T_RIPaaFI,ENT_MOI,string (2),Mois de la date de début de séjour,-,2010,2021,
T_RIPaaFI,ENT_ANN,string (4),Année de la date de début de séjour,-,2010,2021,
T_RIPaaFI,SOR_MOI,string (2),Mois de la date de fin de séjour,-,2010,2021,
T_RIPaaFI,SOR_ANN,string (4),Année de la date de fin de séjour,-,2010,2021,
T_RIPaaFI,SEJ_DUR,number (4),Durée (Date de fin de séjour-date de début de séjour),-,2010,2021,
T_RIPaaFL,TYP_ART,string (1),Type d'enregistrement,-,2012,,
T_RIPaaFL,ETA_NUM_EPMSI,string (9),Numéro FINESS de l’entité juridique,-,2012,,
T_RIPaaFL,ETA_NUM_TWO,string (9),Numéro FINESS de l’établissement (site géographique),-,2012,,
T_RIPaaFL,RIP_NUM,string (6),Numéro séquentiel de séjour (idem RPSA),-,2012,,
T_RIPaaFL,EXE_SOI_DTD,date (8),Date l'acte 1,-,2020,,
T_RIPaaFL,EXE_SOI_DTD,date (8),Date l'acte 2,-,2020,,
T_RIPaaFL,EXE_SOI_DTD,date (8),Date l'acte 3,-,2020,,
T_RIPaaFL,EXE_SOI_DTD,date (8),Date l'acte 4,-,2020,,
T_RIPaaFL,EXE_SOI_DTD,date (8),Date l'acte 5,-,2020,,
T_RIPaaFL,FAC_NUM,string (3),N° séquentiel de facture,-,2012,,
T_RIPaaFL,PSH_MDT,string (2),Mode de traitement,-,2012,,
T_RIPaaFL,PSH_DMT,string (3),Discipline de prestation (ex DMT),-,2012,,
T_RIPaaFL,DEL_DAT_ENT,number (5),délai par rapport à la date d'entrée,-,2012,,
T_RIPaaFL,ACT_NBR,number (2),Quantité acte,-,2012,,
T_RIPaaFL,NABM_COD,string (8),Code acte,-,2012,,
T_RIPaaFL,ANN_MOI,string (6),Mois et année,-,2012,2021,
T_RIPaaFM,TYP_ART,string (1),Type d'enregistrement,-,2010,,
T_RIPaaFM,ETA_NUM_EPMSI,string (9),Numéro FINESS de l’entité juridique,-,2010,,
T_RIPaaFM,ETA_NUM_TWO,string (9),Numéro FINESS de l’établissement (site géographique),-,2010,,
T_RIPaaFM,RIP_NUM,string (6),Numéro séquentiel de séjour (idem RPSA),-,2010,,
T_RIPaaFM,FAC_NUM,string (3),N° séquentiel de facture,-,2010,,
T_RIPaaFM,ACT_DAT_COMP,string (1),Compatible avec la date de l'acte,-,2010,,
T_RIPaaFM,DEL_DAT_ENT,number (5),Délai par rapport à la date d'entrée,-,2013,,
T_RIPaaFM,PSH_MDT,string (2),Mode de traitement,-,2010,,
T_RIPaaFM,PSH_DMT,string (3),Discipline de prestation (ex DMT),-,2010,,
T_RIPaaFM,CCAM_COD,string (13),Code CCAM,-,2010,,
T_RIPaaFM,DOC_ACT,string (1),Extension documentaire,-,2010,,
T_RIPaaFM,ACV_ACT,string (1),Activité,-,2010,,
T_RIPaaFM,PHA_ACT,string (1),Phase,-,2010,,
T_RIPaaFM,MOD_ACT1,string (1),Modificateur 1,-,2010,,
T_RIPaaFM,MOD_ACT2,string (1),Modificateur 2,-,2010,,
T_RIPaaFM,MOD_ACT3,string (1),Modificateur 3,-,2010,,
T_RIPaaFM,MOD_ACT4,string (1),Modificateur 4,-,2010,,
T_RIPaaFM,ANP_ACT,string (1),Association non prévue,-,2010,,
T_RIPaaFM,REM_EXP_ACT,string (1),Code remb exceptionnel,-,2010,,
T_RIPaaFM,DENT_NUM_1,string (2),N° dent 1,-,2010,,
T_RIPaaFM,DENT_NUM_2,string (2),N° dent 2,-,2010,,
T_RIPaaFM,DENT_NUM_3,string (2),N° dent 3,-,2010,,
T_RIPaaFM,EXE_SOI_DTD,date (8),Date l'acte,-,2020,,
T_RIPaaFM,DENT_NUM_4,string (2),N° dent 4,-,2010,,
T_RIPaaFM,DENT_NUM_5,string (2),N° dent 5,-,2010,,
T_RIPaaFM,DENT_NUM_6,string (2),N° dent 6,-,2010,,
T_RIPaaFM,DENT_NUM_7,string (2),N° dent 7,-,2010,,
T_RIPaaFM,DENT_NUM_8,string (2),N° dent 8,-,2010,,
T_RIPaaFM,DENT_NUM_9,string (2),N° dent 9,-,2010,,
T_RIPaaFM,DENT_NUM_10,string (2),N° dent 10,-,2010,,
T_RIPaaFM,DENT_NUM_11,string (2),N° dent 11,-,2010,,
T_RIPaaFM,DENT_NUM_12,string (2),N° dent 12,-,2010,,
T_RIPaaFM,DENT_NUM_13,string (2),N° dent 13,-,2010,,
T_RIPaaFM,DENT_NUM_14,string (2),N° dent 14,-,2010,,
T_RIPaaFM,DENT_NUM_15,string (2),N° dent 15,-,2010,,
T_RIPaaFM,DENT_NUM_16,string (2),N° dent 16,-,2010,,
T_RIPaaFM,ACT_MOI,string (2),Mois de la date de l'acte,-,2010,2021,
T_RIPaaFM,ACT_ANN,string (4),Année de la date de l'acte,-,2010,2021,
T_RIPaaFP,TYP_ART,string (1),Type d'enregistrement,-,2010,,
T_RIPaaFP,ETA_NUM_EPMSI,string (9),Numéro FINESS de l’entité juridique,-,2010,,
T_RIPaaFP,ETA_NUM_TWO,string (9),Numéro FINESS de l’établissement (site géographique),-,2010,,
T_RIPaaFP,RIP_NUM,string (6),Numéro séquentiel de séjour (idem RPSA),-,2010,,
T_RIPaaFP,FAC_NUM,string (3),N° séquentiel de facture,-,2010,,
T_RIPaaFP,DEL_DAT_ENT,number (5),Délai par rapport à la date d'entrée,-,2013,,
T_RIPaaFP,LPP_COD,string (13),Code référence LPP,-,2010,,
T_RIPaaFP,EXE_SOI_DTD,date (8),Date soins,-,2020,,
T_RIPaaFP,LPP_QUA,number (2),Quantité,-,2010,,
T_RIPaaFP,LPP_PU_DEV,"number (7,2)",Tarif référence LPP/ Prix Unitaire sur devis,-,2010,,
T_RIPaaFP,FAC_MNT,"number (7,2)",Montant total facturé,-,2010,,
T_RIPaaFP,LPP_PRI_UNI,"number (7,2)",Prix d'achat unitaire,-,2010,,
T_RIPaaFP,MNT_UNI_ECA,"number (7,2)",Montant unitaire de l'écart indemnisable,-,2010,,
T_RIPaaFP,TOT_MNT_ECA,"number (7,2)",Montant total de l'écart indemnisable,-,2010,,
T_RIPaaFP,TIP_PRS_IDE,number (13),Code référence LPP (format numérique),-,2010,,
T_RIPaaFP,ENT_MOI,string (2),Mois de la date de début de séjour,-,2010,2021,
T_RIPaaFP,ENT_ANN,string (4),Année de la date de début de séjour,-,2010,2021,
T_RIPaaISOCONT,ETA_NUM_EPMSI,string,N° FINESS e-PMSI,-,,,
T_RIPaaISOCONT,FOR_NUM,string,N° de format,-,,,
T_RIPaaISOCONT,ANN,string,Année période de transmission,-,,,
T_RIPaaISOCONT,MOI,string,Mois période de transmission,-,,,
T_RIPaaISOCONT,ANN_DEB,string,Année début de mesure,-,,,
T_RIPaaISOCONT,MOI_DEB,string,Mois début de mesure,-,,,
T_RIPaaISOCONT,ANN_FIN,string,Année fin de mesure,-,,,
T_RIPaaISOCONT,MOI_FIN,string,Mois fin de mesure,-,,,
T_RIPaaISOCONT,RIP_NUM,string,N° séquentiel de séjour du RPSA,-,,,
T_RIPaaISOCONT,SEQ_SEQ_NUM,string,N° sequentiel de séquence ,-,,,
T_RIPaaISOCONT,TYP_ISO_CONT,string,Type de contention/isolement,-,,,
T_RIPaaISOCONT,MES_ORD_NUM,string,N° séquentiel de la mesure,-,,,
T_RIPaaISOCONT,MES_REP_TPS,number,Identifiant de la mesure,-,,,
T_RIPaaISOCONT,MES_INDIC,string,Indicateur de mesure ,-,,,
T_RIPaaISOCONT,MES_DUREE,number,Durée de la mesure,-,,,
T_RIPaaR3A,ETA_NUM_EPMSI,string (9),N° FINESS e-PMSI,-,2007,,
T_RIPaaR3A,FOR_NUM,string (3),N° format,-,2007,,
T_RIPaaR3A,FOR_NUM_ORI,string (3),N° format RIM d'orgine,-,2007,,
T_RIPaaR3A,ETA_NUM_TWO,string (9),Second n° FINESS,-,2007,,
T_RIPaaR3A,ACT_MOD,string (1),Modalité de réalisation de l'acte,-,2021,,
T_RIPaaR3A,IPP_IRR_CRY,string (16),Cryptage irreversible de l'IPP,-,2007,,
T_RIPaaR3A,SEJ_IDT,string (5),Identifiant de séjour,-,2007,,
T_RIPaaR3A,AGE_ANN,number (3),Age du patient en années à la date de réalisation de l'acte,-,2007,,
T_RIPaaR3A,COD_POST,string (5),Code postal,-,2020,,
T_RIPaaR3A,EXE_SOI_DTD,date (8),Date l'acte,-,2020,,
T_RIPaaR3A,AGE_JOU,number (3),Age du patient en jours pour les enfants de moins d'un an,-,2007,,
T_RIPaaR3A,COD_SEX,string (1),Sexe du patient,-,2007,,
T_RIPaaR3A,BDI_COD,string (5),Code géographique de résidence,-,2007,,
T_RIPaaR3A,BDI_DEP,string (2),Code département de résidence,-,2007,,
T_RIPaaR3A,FOR_ACT,string (2),Forme d'activité,-,2012,,
T_RIPaaR3A,SEC_NUM,string (5),N°de secteur ou de dispositif intersectoriel,-,2007,,
T_RIPaaR3A,MOD_SOI,string (1),Mode légal de soins,-,2012,,
T_RIPaaR3A,ORD_NUM,string (8),N° d'ordre,-,2007,,
T_RIPaaR3A,ACT_NAT,string (1),Nature de l’acte,-,2007,,
T_RIPaaR3A,ACT_LIEU,string (3),Lieu de l’acte,-,2007,,
T_RIPaaR3A,PRO_CAT,string (1),Catégorie professionnelle de l’intervenant,-,2007,,
T_RIPaaR3A,INT_NBR,number (1),Nombre d’intervenants,-,2007,,
T_RIPaaR3A,ANO_IND,string (1),Indicateur d'anomalie,-,2012,,
T_RIPaaR3A,ACT_LIB_IND,string (1),Indicateur d’activité libérale,-,2007,,
T_RIPaaR3A,ETB_SAN_AUTOR,string (1),Indicateur FINESS géographique sans autorisation,-,2017,,
T_RIPaaR3A,DGN_PAL,string (6),Diagnostic principal ou motif de prise en charge principale,-,2007,,
T_RIPaaR3A,NBR_DGN,number (2),Nombre de diagnostics et facteurs associés,-,2007,,
T_RIPaaR3A,NAT_PEC,string (2),Nature de prise en charge,-,2007,2012,
T_RIPaaR3A,RAL_ACT_MOI,string (2),Mois de la date de réalisation de l'acte,-,2007,2021,
T_RIPaaR3A,RAL_ACT_ANN,string (4),Année de la date de réalisation de l'acte,-,2007,2021,
T_RIPaaR3AD,ETA_NUM_EPMSI,string (9),N° FINESS e-PMSI,-,2007,,
T_RIPaaR3AD,ETA_NUM_TWO,string (9),Second n° FINESS,-,2007,,
T_RIPaaR3AD,SEJ_IDT,string (5),Identifiant de séjour,-,2011,,
T_RIPaaR3AD,IPP_IRR_CRY,string (16),Cryptage irreversible de l'IPP,-,2007,,
T_RIPaaR3AD,ORD_NUM,string (8),N° d'ordre,-,2007,,
T_RIPaaR3AD,ASS_DGN,string (6),Diagnostics et facteurs associés,-,2007,,
T_RIPaaRSA,ETA_NUM_EPMSI,string (9),N° FINESS e-PMSI,-,2007,,
T_RIPaaRSA,FOR_NUM,string (3),N° format,-,2007,,
T_RIPaaRSA,FOR_NUM_ORI,string (3),N° format RIM d'orgine,-,2007,,
T_RIPaaRSA,ETA_NUM_TWO,string (9),Second n° FINESS,-,2007,,
T_RIPaaRSA,IPP_IRR_CRY,string (16),Cryptage irreversible de l'IPP,-,2007,,
T_RIPaaRSA,SEJ_IDT,string (5),Identifiant de séjour,-,2007,,
T_RIPaaRSA,AGE_ANN,number (3),Age du patient en années,-,2007,,
T_RIPaaRSA,AGE_JOU,number (3),Age du patient en jours pour les enfants de moins d'un an,-,2007,,
T_RIPaaRSA,COD_SEX,string (1),Sexe du patient,-,2007,,
T_RIPaaRSA,BDI_COD,string (5),Code géographique de résidence,-,2007,,
T_RIPaaRSA,BDI_DEP,string (2),Code département de résidence,-,2007,,
T_RIPaaRSA,FOR_ACT,string (2),Forme d'activité,-,2012,,
T_RIPaaRSA,RIP_NUM,string (6),N° séquentiel de séjour,-,2007,,
T_RIPaaRSA,ENT_MOD,string (1),Mode d'entrée de séjour,-,2007,,
T_RIPaaRSA,ENT_DAT_DEL,string (1),Acte CCAM Numéro 1 : Délai depuis l'entrée séjour,-,2020,,
T_RIPaaRSA,ENT_DAT_DEL,string (1),Acte CCAM Numéro n : Délai depuis l'entrée séjour,-,2020,,
T_RIPaaRSA,COD_POST,string (5),Code postal,-,2020,,
T_RIPaaRSA,ENT_PRV,string (1),Provenance,-,2007,,
T_RIPaaRSA,SOR_MOD,string (1),Mode de sortie de séjour,-,2007,,
T_RIPaaRSA,SOR_DES,string (1),Destination,-,2007,,
T_RIPaaRSA,SEC_NUM,string (5),N°de secteur ou de dispositif intersectoriel,-,2007,,
T_RIPaaRSA,MOD_SOI,string (1),Mode légal de soins,-,2012,,
T_RIPaaRSA,SEQ_IND,string (1),Indicateur de séquence correspondant à une sortie d’essai,-,2007,,
T_RIPaaRSA,SEQ_SEQ_NUM,string (3),N° séquentiel de séquence au sein du séjour,-,2007,,
T_RIPaaRSA,ENT_DAT_DEL,number (5),Délai entre la date de début de la séquence et la date d'entrée du séjour,-,2007,,
T_RIPaaRSA,SEQ_PRE_IND,string (1),Indicateur de première séquence du séjour,-,2007,,
T_RIPaaRSA,SEQ_DER_IND,string (1),Indicateur de dernière séquence du séjour,-,2007,,
T_RIPaaRSA,SEQ_FIN_MOI,string (2),Mois de la date de fin de séquence,-,2007,,
T_RIPaaRSA,SEQ_FIN_ANN,string (4),Année de la date de fin de séquence,-,2007,,
T_RIPaaRSA,SEQ_COU_NBJ,number (3),Nombre de jours couverts par la séquence,-,2007,,
T_RIPaaRSA,PRE_JOU_NBJ,number (3),Nombre de jours de présence,-,2007,,
T_RIPaaRSA,PRE_DEM_JOU_NBJ,number (3),Nombre de demi-journées de présence,-,2007,,
T_RIPaaRSA,THE_ISO_NBJ,number (3),Nombre de jours d’isolement thérapeutique,-,2007,,
T_RIPaaRSA,SCO_DEP_HAB,string (1),Score pour la dépendance pour l’habillage (AVQ),-,2007,,
T_RIPaaRSA,SCO_DEP_DPL,string (1),Score pour la dépendance pour le déplacement/Locomotion (AVQ),-,2007,,
T_RIPaaRSA,SCO_DEP_ALI,string (1),Score pour la dépendance pour l’alimentation (AVQ),-,2007,,
T_RIPaaRSA,SCO_DEP_CON,string (1),Score pour la dépendance pour la continence (AVQ),-,2007,,
T_RIPaaRSA,SCO_DEP_CPT,string (1),Score pour la dépendance pour le comportement (AVQ),-,2007,,
T_RIPaaRSA,SCO_DEP_COM,string (1),Score dépendance communication (AVQ),-,2012,,
T_RIPaaRSA,THE_MS_IND,string (1),Indicateur d’accompagnement thérapeutique en milieu scolaire,-,2007,,
T_RIPaaRSA,ANO_IND,string (1),Indicateur d'anomalie,-,2012,,
T_RIPaaRSA,ETB_SAN_AUTOR,string (1),Indicateur FINESS géographique sans autorisation,-,2017,,
T_RIPaaRSA,TYP_GEN_RSA,string (1),Type de génération automatique du RPSA,-,2015,,
T_RIPaaRSA,DGN_PAL,string (6),Diagnostic principal ou motif de prise en charge principale,-,2007,,
T_RIPaaRSA,NBR_DGN,number (2),Nombre de diagnostics et facteurs associés,-,2007,,
T_RIPaaRSA,NBR_CCAM,number (2),Nombre d'actes CCAM,-,2017,,
T_RIPaaRSA,NAT_PEC,string (2),Nature de prise en charge,-,2007,2012,
T_RIPaaRSA,SCO_DEP_REL,string (1),Score pour la dépendance pour la relation (AVQ),-,2007,2012,
